Year,Month,UniqueID,Discipline,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,DisciplineOther,Status,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,StatusOther,OS,CurrentProgramming,CurrentDatabases,CurrentVersionControl,CurrentShell,CurrentSatisfaction,WhyAttending,Column27,Column28,Column29,WhyAttendingOther,Exposure,Column31,Column32,Column33,Column34,Column35,ExposureOther,ProgrammingLanguageCovered,RawData,WriteScript,SearchOnline,OvercomeProblem,ProgrammingSoftware,AnalysesEasier,HopeToLearn,Country,Gender,GenderOther,Race,Column43,Column44,Column45,Column46,Column47,Column48,RaceOther
2017,09,4loart,,Bioinformatics/Genomics,Biomedical/Health Sciences,,,,,,,,,,,,,,,,,,,,Retired/Not Employed,,UNIX/Linux,,,,,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Strongly agree,,,,,,,,,,,,
2017,09,2brwal,,,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,Proteomics,,,Postdoctoral Researcher,,,,,,,,UNIX/Linux,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,Read about it in a newsletter or university web site,,,My advisor/supervisor told me about it,My friend/colleague told me about it,,R,,,,,,,,,,,,,,,,,,
2017,09,2kares,,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Satisfied,To learn skills that I can apply to my current work,,,,,,Read about it in a newsletter or university web site,,,,,,R,Agree,Agree,,Agree,Agree,Agree,,,,,,,,,,,,
2017,09,0ganew,,,,,,,,,,,,,,Plant sciences,,Graduate Student,,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,R,,,,,,,,,,,,,,,,,,
2017,09,8luhil,,,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Strongly agree,Neutral,Agree,Neutral,Disagree,Agree,New ways to analyze and plot data more effectively ,,,,,,,,,,,
2017,09,2nufar,,,Biomedical/Health Sciences,,,,,,,,,,,,,,,,,,Research Staff,,,,Windows,,,,,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,My advisor/supervisor told me about it,,,Python,Neutral,Agree,Agree,Neutral,Neutral,Agree,,,,,,,,,,,,
2017,09,4wobul,,,,,,,,,,Life Sciences,,,,,,,Postdoctoral Researcher,,,,,,,,Apple/Mac OS,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,Twitter or other social media,,,,,I don't know/I don't remember,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,,,,,,,,,,,,
2017,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,09,0mafor,,,,,,,,Humanities,,,,,,,,,Postdoctoral Researcher,,,,,,,,Apple/Mac OS,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,My advisor/supervisor told me about it,,,I don't know/I don't remember,Neutral,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,
2017,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,08,2cosan,,,Biomedical/Health Sciences,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Very unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,R,,,,,,,,,,,,,,,,,,
2017,08,alma36,Agricultural or Environmental Sciences,,,,,Earth Sciences,,,,,,,,,,,,,,Government Employee,,,,,Windows,,,,,Neutral,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Agree,Agree,Agree,Agree,Neutral,Strongly agree,,,,,,,,,,,,
2017,08,2sjkin,,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Neutral,,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,As a requirement for my program/current position,,Received an email about the workshop,,,,,,,R,Disagree,Agree,Agree,Agree,Disagree,Agree,,,,,,,,,,,,
2017,08,3jadan,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,changing professions and everyone in my new lab uses R,Received an email about the workshop,,,,,,,R,Agree,Disagree,Agree,Agree,Neutral,Neutral,never used R or SQL. Hope to learn.,,,,,,,,,,,
2017,08,5mowoo,Agricultural or Environmental Sciences,,,,,Earth Sciences,,,,,,,,GIS & Remote Sensing,,,,Faculty,,,,,,,Windows,,,,,Not applicable,,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,Dr. Peter August ,R,Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Practical tips to help my coding journey,,,,,,,,,,,
2017,08,3prmas,,Bioinformatics/Genomics,Biomedical/Health Sciences,,Computer Science,,,,,,,,,,Undergraduate Student,,,,,,,,,,Apple/Mac OS,,,,,Neutral,,,,As a requirement for my program/current position,,,,,,My advisor/supervisor told me about it,,,R,Strongly disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,,,,,,,,,,,,
2017,08,2CLPEN,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Not sure,,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,My advisor/supervisor told me about it,,,R,Agree,Strongly disagree,Agree,Neutral,Disagree,Agree,"I hope to learn basic functions of R, as well as best resources for continuing education in a non classroom setting.",,,,,,,,,,,
2017,08,0exhig,,,,,,,,,,,Mathematics or Statistics,,Social Sciences,,,,,Faculty,,,,,,,Apple/Mac OS,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Agree,Agree,Agree,Neutral,Disagree,Agree,Methods for moving data from spreadsheets to R.  Methods for version control.,,,,,,,,,,,
2017,08,1prhic,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,,,,,,,,Retired/Not Employed,,Apple/Mac OS,,,,,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,R,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Agree,How to do statistical analyses in R,,,,,,,,,,,
2017,08,0likin,Agricultural or Environmental Sciences,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,TA,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Agree,Neutral,Agree,Disagree,Strongly agree,I would like to learn those tools because I am not good at computational programs.,,,,,,,,,,,
2017,08,3prspe,,,,,,,,,,,,,Social Sciences,GIS & Environmental Economics,,,,,,,,,,Recent graduate of MS,Windows,,,,,Neutral,,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Strongly agree,Disagree,Strongly agree,Agree,Neutral,Strongly agree,I am in need of a refresher on R and would like to learn more ways to clean data and manage it. ,,,,,,,,,,,
2017,08,1kawai,,,,,,,,,,Life Sciences,,,,Pharmacokinetics,,Graduate Student,,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,,,,,,,,,My advisor/supervisor told me about it,,,R,Strongly agree,,Strongly agree,,,Strongly agree,I am looking forward to getting exposure to tools required to manage my research data. ,,,,,,,,,,,
2017,08,1locol,,Bioinformatics/Genomics,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,,,,Faculty,,,,,,,Apple/Mac OS,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Disagree,Neutral,Neutral,Disagree,Agree,,,,,,,,,,,,
2017,08,1neatl,,,,Business/Economics,,,,,,,,,,,Undergraduate Student,,,,,,,,,,Windows,,,,,Very unsatisfied,,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,My advisor/supervisor told me about it,,,R,Agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Agree,Getting an idea of how to use R,,,,,,,,,,,
2017,08,1pilak,,,,,,,,,,Life Sciences,Mathematics or Statistics,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Strongly agree,Neutral,Neutral,Disagree,Disagree,Agree,How to sift through large datasets including cleaning up the dataset and applying statistics to the dataset.,,,,,,,,,,,
2017,08,0popar,,,,Business/Economics,,,,,,,Mathematics or Statistics,,Social Sciences,,,,,,Industry Employee,,,,,,Apple/Mac OS,,,,,Very unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Job skills,,,,,,,,,,,
2017,08,0kfpos,,,,Business/Economics,,,,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,
2017,08,1bobro,,,,,Computer Science,,Engineering,,Library Sciences,,,,,,,,,,,,Research Staff,,,,Apple/Mac OS,,,,,Not sure,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Disagree,Neutral,Disagree,Disagree,Agree,I want to learn some basics of working with R for data analysis,,,,,,,,,,,
2017,08,1huall,,,,,,,,,,,,,Social Sciences,,,,,,,,Research Staff,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,,,,,,,,,,,,,,,,,,
2017,08,0dhkin,,,,,,,Engineering,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,,,,,,Read about it in a newsletter or university web site,,,,,,R,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,learn to work with real data,,,,,,,,,,,
2017,08,1fawar,,,,,,,,,,Life Sciences,,Physical Sciences,,,,Graduate Student,,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Disagree,Disagree,Neutral,Disagree,Neutral,,,,,,,,,,,,
2017,08,5depow,,,Biomedical/Health Sciences,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Data management,,,,,,,,,,,
2017,08,1qusou,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Agree,Strongly disagree,Agree,Neutral,Strongly disagree,Agree,I don't really know anything so I'm hoping to just come out knowing more than I know now. ,,,,,,,,,,,
2017,08,1orhan,Agricultural or Environmental Sciences,,,,,,,,,Life Sciences,,,,,,,,,,,Research Staff,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,Twitter or other social media,,My advisor/supervisor told me about it,,,R,Agree,Agree,Agree,Agree,Agree,Strongly agree,"All or my r knowledge is self-taught, so I'd love to get experience with a professional workflow.",,,,,,,,,,,
2017,08,1iskin,,Bioinformatics/Genomics,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Unsatisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,
2017,08,7ancre,Agricultural or Environmental Sciences,,,,,,,,,Life Sciences,,,,Oceanography,,,,,,,Research Staff,,,Independent consultant; mostly retired,Windows,,,,,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Agree,Agree,Agree,Agree,Neutral,"I have been working with SAS and dBASE for a very long time. We are working on converting the database I use into SQL, so I'm looking to learn more about that and about R programming. ",,,,,,,,,,,
2017,08,2chlau,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,,,,,,Research Staff,,,,Apple/Mac OS,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,As a requirement for my program/current position,,,,,,My advisor/supervisor told me about it,,,R,Agree,Neutral,Agree,Neutral,Disagree,Strongly agree,Better able to problem solve when working with data analysis ,,,,,,,,,,,
2017,08,0sobur,Agricultural or Environmental Sciences,,,,,,,,,Life Sciences,,,,,,,Postdoctoral Researcher,,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,R,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Agree,R.  ;),,,,,,,,,,,
2017,08,2oscal,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,,,Faculty,,,,,,,Windows,,,,,Not applicable,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,R,Strongly agree,Strongly disagree,Neutral,Neutral,Strongly disagree,Agree,A basic introduction to R that I can continue to build off of and eventually use as part of my regular data analysis ,,,,,,,,,,,
2017,08,0wamon,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,,,,,,Research Staff,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Strongly agree,Strongly disagree,Neutral,Disagree,Strongly disagree,Agree,basic understanding of what R's capabilities are.  Write some simple R codes to apply to my large datasets.,,,,,,,,,,,
2017,08,4watio,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Strongly agree,Neutral,Agree,Disagree,Disagree,Agree,a better understanding of managing data,,,,,,,,,,,
2017,08,3warol,,,,,,,,,,,,,Social Sciences,,,Graduate Student,,,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,,,,,,,,,,,,
2017,08,2fodog,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,Life Sciences,,,,,,,Postdoctoral Researcher,,,,,,,,Apple/Mac OS,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Agree,Strongly agree,Neutral,Disagree,Strongly agree,,,,,,,,,,,,
2017,08,1wasun,,,,,,,,,Library Sciences,,,,,,,,,,,,,,,STEM Librarian,Apple/Mac OS,,,,,,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,As a requirement for my program/current position,,Received an email about the workshop,,,,,,,R,Strongly agree,Strongly disagree,Agree,Agree,Neutral,Agree,Learning software skills that will aid in my work with researchers as well as my own work. I am interested in becoming an instructor on these topics to lead workshops in my own institution in the future.,,,,,,,,,,,
2017,08,1cabri,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,,,,,,,,,Faculty,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,to help as an organizer of the sessions,,,,,,,Jason Williams,R,,,,,,,,,,,,,,,,,,
2017,08,4jutob,,,,,,,,,,Life Sciences,,,,,,,,Faculty,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,,,,,,,,,,,,,,,,,,
2017,08,1enren,,,Biomedical/Health Sciences,,,,,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Satisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,,,,,,,,,,,,,,,,,,
2017,08,1essan,,Bioinformatics/Genomics,,,,,,,,,,,,HPC facilitator,,,,,,,,,Retired/Not Employed,,Apple/Mac OS,,,,,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,,,,,,,,,,,,
2017,08,1hajun,,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,My friend/colleague told me about it,,R,,,,,,,,,,,,,,,,,,
2017,08,1saqua,,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Strongly agree,Neutral,Agree,Neutral,Agree,Strongly agree,A smother workflow.,,,,,,,,,,,
2017,08,2KAKEN,,,,,,,,,,,,,,Biology,,,Postdoctoral Researcher,,,,,,,,Windows,,,,,Not sure,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,
2017,08,2wasun,,Bioinformatics/Genomics,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,Read about it in a newsletter or university web site,,,,,,R,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Better command of R and intro to other programming languages,,,,,,,,,,,
2017,08,1gahag,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Neutral,Agree,Agree,Disagree,Agree,,,,,,,,,,,,
2017,08,3elcam,,Bioinformatics/Genomics,,,,,,,,Life Sciences,,,,,,,,,,,,,Retired/Not Employed,Masters of Science in Biology Graduate,,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,,,,,,,,,,,,
2017,08,0james,,Bioinformatics/Genomics,,,,,,,,,,,,Wildlife population genetics,,Graduate Student,,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Disagree,Agree,Neutral,Strongly disagree,Agree,I am hoping to learn some general skills in R and Python that would benefit my analysis of ddRAD data for my research.,,,,,,,,,,,
2017,08,2ahpar,,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Not applicable,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Strongly agree,Strongly disagree,Agree,Neutral,Neutral,Agree,Basics of tools used in Bioinformatics,,,,,,,,,,,
2017,08,5kosli,,,,,,,,,,Life Sciences,,,,,,,,Faculty,,,,,,,Windows,,,,,Unsatisfied,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,Neither,Disagree,Strongly disagree,Agree,Agree,Agree,Neutral,Fundamental concepts and skills of computer programs to analyse scientific or genomic data.,,,,,,,,,,,
2017,08,3wahea,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Not sure,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,My advisor/supervisor told me about it,,,I don't know/I don't remember,Strongly agree,Disagree,Strongly agree,Neutral,Strongly disagree,Neutral,I would like to gain some familiarity with programming beyond my introductory understanding.,,,,,,,,,,,
2017,08,1atarm,,,,,,,,,,Life Sciences,,,,,,,,Faculty,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Neutral,Agree,Agree,Agree,Strongly agree,Better data management skills.,,,,,,,,,,,
2017,08,3jsnan,,Bioinformatics/Genomics,,,,,,,,Life Sciences,,,,,,,,Faculty,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Agree,Agree,Neutral,Disagree,Disagree,Agree,,,,,,,,,,,,
2017,08,3fawyo,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Agree,Agree,Strongly agree,Neutral,Agree,Agree,,,,,,,,,,,,
2017,08,5faeuc,,Bioinformatics/Genomics,Biomedical/Health Sciences,,Computer Science,,,,,Life Sciences,,,,Genetics and Biotechnology,Undergraduate Student,,,,,,,,,Undergraduate researcher in BRAiN Program,Apple/Mac OS,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,As a requirement for my program/current position,To better help me understand R and bioinformatics for my current BRAiN project,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Agree,Agree,Agree,Agree,Disagree,Strongly agree,How to better understand R and bioinformatics to help me analyze my own dataset for my BRAiN program project working on Alzheimer's gene expression data.,,,,,,,,,,,
2017,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,08,1lolan,,,,,,,,,,,,,Social Sciences,,Undergraduate Student,,,,,,,,,,Apple/Mac OS,,,,,Unsatisfied,,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,R,,,,,,,,,,,,,,,,,,
2017,08,1semid,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Not sure,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Agree,Neutral,Neutral,Neutral,Strongly agree,,,,,,,,,,,,
2017,08,2neuni,,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Very unsatisfied,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Strongly disagree,Strongly disagree,Agree,Neutral,Disagree,Agree,,,,,,,,,,,,
2017,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,08,1sefra,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,Life Sciences,,,Social Sciences,,,Graduate Student,,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,I don't know/I don't remember,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,,,,,,,,,,,,
2017,08,3sesog,,,,,,,,,,,,,Social Sciences,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Unsatisfied,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Agree,Disagree,Agree,Neutral,Neutral,Disagree,I'd like to know how to do data management (data cleaning). Thanks!,,,,,,,,,,,
2017,08,1rouni,,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Not applicable,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Strongly agree,Strongly disagree,Agree,Disagree,Strongly disagree,Agree,,,,,,,,,,,,
2017,08,2spuni,,,,,,,,,,,,,Social Sciences,,,,,,,,Research Staff,,,,Windows,,,,,Very satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,,,R,,,,,,,,,,,,,,,,,,
2017,08,2Geaba,Agricultural or Environmental Sciences,,Biomedical/Health Sciences,,,,,,,,,Physical Sciences,,,,,,,,,Research Staff,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,Read about it in a newsletter or university web site,,,,,,R,Agree,Neutral,Agree,Neutral,Agree,Agree,,,,,,,,,,,,
2017,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,08,1yywas,,,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,,,Postdoctoral Researcher,,,,,,,,Apple/Mac OS,,,,,Not sure,,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,I don't know/I don't remember,Agree,Disagree,Neutral,Neutral,Disagree,Strongly agree,Basic understanding of data,,,,,,,,,,,
2017,08,0liseg,Agricultural or Environmental Sciences,,,,,Earth Sciences,,,,,,,,,,,Postdoctoral Researcher,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Agree,Disagree,Neutral,Neutral,Disagree,Agree,,,,,,,,,,,,
2017,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,08,1oxman,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,R,Agree,Neutral,Agree,Agree,Neutral,Agree,Data management to avoid multiple excel files that become confused easily. learn how to preserve raw data and keep separate from working files. move from R base graphics to ggplot,,,,,,,,,,,
2017,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
