End Date,NewDate,When are you taking this survey?,Will this be your first time attending a Data Carpentry workshop (as a learner)?,Which of the following describes your current status?,Column2,Are you age 18 or above?,"Your department or division (e.g. Microbiology and Molecular Genetics, Environmental Engineering, Sociology, etc):",Your research discipline,Column3,"In three sentences or less, please describe your current field of work or research question.",What operating system is on the computer you are bringing to the workshop?,"Will you be attending the workshop with colleagues, friends, or classmates?","How often to you currently use programming languages (R, Python, etc.) or databases (Access, SQL, etc.)?",What tools do you frequently use to manage and/or analyze data? Check all that apply.,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Do you currently have a dataset that you would like to analyze?,Please enter your level of satisfaction with your current:,Column14,Please rate your level of agreement with the following statements:,Column15,Column16,Column17,Please share what you most hope to learn from attending this workshop.,Does this workshop take place in the United States?,Your age,Your gender,Column18,Race/Ethnicity,Column19
3/13/16 14:42,2016-03,I am taking this survey before coming to the workshop,Yes,Staff,,,,"Life science (biology, genetics)",,,Windows,Yes,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,SigmaStat,I am working on generating data.,Not sure,Not sure,Agree,Neutral,Neutral,Neutral,,No,,,,,
3/13/16 13:45,2016-03,I am taking this survey before coming to the workshop,Yes,Graduate Student,,,Neuroscience and medicine,Brain and neurosciencse,,Cell morphology quantification,Windows,No,Less than once a year,,Excel or other spreadsheet program,,,,,MATLAB,,,,,I do not have data yet.,Unsatisfied,Unsatisfied,Strongly agree,Strongly agree,Neutral,Neutral,Basic good user practices of a programmer that I cannot learn in online courses,No,,,,,
3/13/16 11:33,2016-03,I am taking this survey before coming to the workshop,Yes,Other (please specify),phd scholar,,Pediatric research,Medicine,,"Chronic hyperoxia in newborns, murine randomized trial. Whole genome expression and genetics in pediatrics. ",Windows,Yes,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,,"Yes, and I've already done a fair bit of analysis.",Very unsatisfied,Very unsatisfied,Strongly agree,Agree,Neutral,Neutral,I hope to learn how to organize my data in a database. How to make a database which is practical to use and access. ,No,,,,,
3/11/16 13:16,2016-03,I am taking this survey before coming to the workshop,No,Post-doc,,,Psychology,Brain and neurosciencse,,"Attention, learning, brain plasticity",Apple OS,Not sure,Daily,,,,,,,MATLAB,,,,,"Yes, and I've already done a fair bit of analysis.",Neutral,Neutral,Strongly agree,Strongly agree,Disagree,Neutral,,No,,,,,
3/11/16 11:26,2016-03,I am taking this survey before coming to the workshop,Yes,Staff,,,,Computer science and electrical engineering,,"developer: web applications, database update",Linux,Yes,Daily,,Excel or other spreadsheet program,,,,,,,,,PostgreSQL,"Yes, and I've already done a fair bit of analysis.",Neutral,Neutral,Agree,Neutral,Neutral,Neutral,"Means for exporting/importing data using tools and languages that I am not familiar with such as Python and R, as well as extending knowledge of Excel.",Yes,55-64,Female,,Prefer not to say,
3/11/16 11:17,2016-03,I am taking this survey before coming to the workshop,Yes,Industry,,,Monetary & financial markets analysis,"Tech support, lab tech, or support programmer",,Technology analyst at the Fed,Windows,Yes,Daily,,,,SQL,R,Python,MATLAB,,,,,I do not have data yet.,Not sure,Not sure,Agree,Strongly agree,Strongly agree,Strongly agree,Data management skills.  Which language is best in certain situations?,Yes,18-24,Female,,Asian / Pacific Islander,
3/11/16 8:53,2016-03,I am taking this survey before coming to the workshop,Yes,Graduate Student,,,"Institute for Cancer Research, Oslo University Hospital","Life science (biology, genetics)",,Next generation sequencing analysis of microRNA expression in colorectal derived liver metastasis.,Windows,No,Daily,,Excel or other spreadsheet program,,,R,Python,,,the command line (shell),,,I am working on generating data.,Unsatisfied,Unsatisfied,Strongly agree,Strongly agree,Strongly agree,Disagree,,No,,,,,
3/11/16 6:29,2016-03,I am taking this survey before coming to the workshop,Yes,Graduate Student,,,Molecular Genetics,"Life science (biology, genetics)",,Role of genetics in human disease.,Windows,No,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,,I do not have data yet.,Not applicable,Not applicable,Strongly agree,Neutral,Neutral,Neutral,Gaining a basic understanding of data analysis in general and the tools described in particular.,No,,,,,
3/11/16 4:59,2016-03,I am taking this survey before coming to the workshop,Yes,Graduate Student,,,Department of Pediatric Research Women and Children�۪s Division,"Life science (biology, genetics)",,,Windows,Yes,Less than once a year,,Excel or other spreadsheet program,,,,,,,,,,I do not have data yet.,Neutral,Neutral,Agree,Agree,Agree,,know what is the best way to organise data  ,No,,,,,
3/11/16 4:01,2016-03,I am taking this survey before coming to the workshop,Yes,Graduate Student,,,molecular genetics,Other (please specify),genetics,"identifying genetic causes or rare diseases, and molecular characterization of the disease-causing mechanisms",Windows,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/16 4:01,2016-03,I am taking this survey before coming to the workshop,No,Post-doc,,,Section for Genetics and Evolutionary Biology,"Life science (biology, genetics)",,Investigating bacteria cell adhesion.,Windows,Yes,Less than once a year,,Excel or other spreadsheet program,,,,,,,,,,I am working on generating data.,Very satisfied,Satisfied,Agree,Neutral,Neutral,Neutral,,No,,,,,
3/11/16 3:29,2016-03,I am taking this survey before coming to the workshop,Yes,Graduate Student,,,Bio sciences ,"Life science (biology, genetics)",,We are working to identify and charecterize novel  protein methyltransferases and their substrtates.  ,Windows,Not sure,Not sure,,Excel or other spreadsheet program,,,,,,,,,Sigma plot,I am working on generating data.,Neutral,Neutral,Agree,Agree,Agree,Neutral,,No,,,,,
3/11/16 2:56,2016-03,I am taking this survey before coming to the workshop,No,Other (please specify),Research assisstant,,"Biology, ecology and evolution","Life science (biology, genetics)",,I work with soil bacteria and temporal fluctuations in soil.,Apple OS,Not sure,Weekly,,Excel or other spreadsheet program,,,R,,,,the command line (shell),,,"Yes, and I've already done a fair bit of analysis.",Satisfied,Very satisfied,Agree,Agree,Neutral,Disagree,To be more efficient and learn better use of R and the command line.,No,,,,,
3/10/16 18:01,2016-03,I am taking this survey before coming to the workshop,Yes,Graduate Student,,,clinical medicine,Statistics,,I plan to analyse single-cell RNA-sequencing data in order to reveal heterogeneity within T cells.,Apple OS,Not sure,Monthly,,,,,R,,,,,,,"Yes, I have data but I haven't started analyzing it yet.",Neutral,Unsatisfied,Agree,Agree,Neutral,Disagree,,Yes,25-34,Female,,Asian / Pacific Islander,
3/10/16 17:17,2016-03,I am taking this survey before coming to the workshop,Yes,Staff,,,International Finance,Economics,,Empirical research on the drivers of cross border portfolio investment,Windows,Yes,Monthly,,Excel or other spreadsheet program,,,,,MATLAB,,,,Stata,"Yes, and I've already done a fair bit of analysis.",Neutral,Satisfied,Strongly agree,Neutral,Neutral,Strongly agree,How to more efficiently manage very large datasets that strain the capabilities of Stata,Yes,35-44,Male,,White / Caucasian,
3/10/16 16:01,2016-03,I am taking this survey before coming to the workshop,Yes,Other (please specify),Board of Governors of the Federal Reserve System,,IT Statistics,Other (please specify),Consumer and Reserve Bank Reporting Series,Process a regulatory-mandated data series that contains over 425 million data elements. Conduct analysis to identify trends and errors.,Windows,No,Daily,,Excel or other spreadsheet program,FileMaker Pro or Microsoft Access,SQL,,,,,,,,"Yes, and I've already done a fair bit of analysis.",Very unsatisfied,Very unsatisfied,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I want to be current in the tools I use for analysis.,Yes,45-54,Female,,White / Caucasian,
3/10/16 16:39,2016-03,I am taking this survey before coming to the workshop,Yes,Staff,,,Banking Supervision and Regulation,Humanities,,I organize all formal and informal enforcement action data and create visualizations and analyses regarding trends among reserve banks and internal processes for issuance and eventual termination of enforcement actions. I help to paint the universe of  enforcement actions for stakeholders.,Windows,No,Not sure,,Excel or other spreadsheet program,,SQL,,,,,,,,I am working on generating data.,Unsatisfied,Unsatisfied,Strongly agree,Neutral,Neutral,Neutral,I hope to gain greater insight into the various tools I can use to more efficiently and effective manage and/or analyze data.  ,Yes,35-44,Female,,Black or African American,
3/10/16 15:35,2016-03,I am taking this survey before coming to the workshop,Yes,Staff,,,R&S ADD,Computer science and electrical engineering,,Currently building applications that aid staff in research.,Windows,Not sure,Daily,,,,SQL,,,,,,,"javascript libraries D3, Datatables",I do not have data yet.,Neutral,Neutral,Agree,Agree,Agree,,a better understanding of how data is used and manipulated at the board.,Yes,45-54,Male,,White / Caucasian,
3/10/16 15:28,2016-03,I am taking this survey before coming to the workshop,Yes,Staff,,,Research & Statistics,Economics,,Research in consumer finance,Linux,Not sure,Daily,,Excel or other spreadsheet program,,SQL,,,,,,,SAS,"Yes, and I've already done a fair bit of analysis.",Satisfied,Satisfied,Agree,Strongly agree,Strongly agree,Agree,,Yes,25-34,Male,,White / Caucasian,
3/10/16 15:19,2016-03,I am taking this survey before coming to the workshop,No,Staff,,,,Other (please specify),Data Analysis,1. Metadata  2. Taxonomy  3. Visualization  4. Facilitating Search and Discovery  ,Windows,Yes,Daily,,Excel or other spreadsheet program,,SQL,,,,,,,,"Yes, I have data but I haven't started analyzing it yet.",Unsatisfied,Unsatisfied,Agree,Strongly agree,Strongly agree,Neutral,Data cleaning  Easy means to perform statistical analysis,Yes,35-44,Male,,Asian / Pacific Islander,
3/10/16 15:14,2016-03,I am taking this survey before coming to the workshop,Yes,Staff,,,Information Technology - FInancial Statistics,Statistics,,I focus on analytics as part of my job. Statistical research on the exploratory level. At times utilizing that information for explanatory analysis. ,Windows,Yes,Monthly,,Excel or other spreadsheet program,,SQL,,,,,,,,"Yes, and I've already done a fair bit of analysis.",Neutral,Neutral,Strongly agree,Agree,Agree,Strongly agree,"Just to become a more receptive analyst, and understand how to recognize trends through my functions and understanding of the data.   ",Yes,25-34,Male,,Hispanic or Latino,
3/10/16 15:15,2016-03,I am taking this survey before coming to the workshop,Yes,Other (please specify),Technology Analyst,,Application Design & Development at Research & Statistics divission,"Tech support, lab tech, or support programmer",,"I research, design and develop web applications and processes that support the work of economists and staff at the Federal Reserve Board",Windows,Yes,Less than once a year,,Excel or other spreadsheet program,,,,,,,,,,I do not have data yet.,Not applicable,Not applicable,Strongly agree,Agree,Neutral,Neutral,"Advanced Excel, some R",Yes,35-44,Male,,White / Caucasian,
3/10/16 15:05,2016-03,I am taking this survey before coming to the workshop,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/16 14:59,2016-03,I am taking this survey before coming to the workshop,Yes,Staff,,,International Finance,Economics,,Working with big data sets regarding international capital flows. ,Not sure,Yes,Daily,,Excel or other spreadsheet program,,,,,,,,,"Stata, FAME ","Yes, and I've already done a fair bit of analysis.",Neutral,Neutral,Strongly disagree,Neutral,Neutral,Neutral,Tools for better working with and managing big data sets.,Yes,18-24,Female,,White / Caucasian,
3/10/16 14:55,2016-03,I am taking this survey before coming to the workshop,Yes,Staff,,,,,,,Windows,Yes,Daily,,Excel or other spreadsheet program,,SQL,,,,,,,,I do not have data yet.,Satisfied,Satisfied,Agree,Agree,Agree,Agree,,Yes,18-24,Female,,White / Caucasian,
3/10/16 14:56,2016-03,I am taking this survey before coming to the workshop,Yes,Staff,,,International Finance,Economics,,I help manage and analyze data on international capital flows. ,Not sure,Yes,Weekly,,Excel or other spreadsheet program,,,R,,,,,,"FAME, Stata","Yes, I have data but I haven't started analyzing it yet.",Not sure,Not sure,Strongly agree,Agree,Agree,Agree,,Yes,18-24,Female,,White / Caucasian,
3/10/16 14:53,2016-03,I am taking this survey before coming to the workshop,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/16 15:01,2016-03,I am taking this survey before coming to the workshop,Yes,Staff,,,Research and Statistics,"Tech support, lab tech, or support programmer",,,Not sure,Yes,Daily,,Excel or other spreadsheet program,,,,,,,the command line (shell),,fame,,Neutral,Neutral,Strongly agree,Agree,Neutral,Neutral,I'd like to learn about new ways to do things and new tools/software to use.,Yes,45-54,Female,,White / Caucasian,
3/10/16 14:58,2016-03,I am taking this survey before coming to the workshop,Yes,Staff,,,,Economics,,"Data management, integration and dissemination",Linux,Yes,Less than once a year,,Excel or other spreadsheet program,,,,,,,the command line (shell),,FAME,I do not have data yet.,Neutral,Neutral,Strongly agree,Strongly agree,Agree,Neutral,,Yes,Prefer not to say,Male,,White / Caucasian,
3/10/16 14:55,2016-03,I am taking this survey before coming to the workshop,Yes,Staff,,,Research and Statistics,Computer science and electrical engineering,,Technology Analyst assisting economist and research assistants working on short-term funding market research projects.,Linux,Yes,Daily,,Excel or other spreadsheet program,,SQL,R,Python,MATLAB,,the command line (shell),,"Perl, FAME, Stata, SAS",I do not have data yet.,Neutral,Neutral,Agree,Agree,Strongly agree,Strongly disagree,Basic functional knowledge of a few programming languages for data analysis,Yes,18-24,Female,,Asian / Pacific Islander,
3/10/16 14:56,2016-03,I am taking this survey before coming to the workshop,Yes,Staff,,,Macroeconomic forecasting,Economics,,"My section produces and maintains multiple models which forecast GDP, unemployment and GDP/unemployment slack models.",Windows,No,Daily,,Excel or other spreadsheet program,,SQL,R,,MATLAB,,the command line (shell),,,I do not have data yet.,Satisfied,Satisfied,Strongly agree,Strongly agree,Strongly agree,Neutral,I'd like to hone my data analysis skills in order to become a more efficient analyst.,Yes,25-34,Female,,White / Caucasian,
3/10/16 14:53,2016-03,I am taking this survey before coming to the workshop,Yes,Staff,,,Research and Statistics,Economics,,Analyze short-term markets. ,Apple OS,Yes,Daily,,,,SQL,R,,,,the command line (shell),,,"Yes, and I've already done a fair bit of analysis.",Neutral,Neutral,Agree,Agree,Agree,Neutral,,Yes,25-34,Male,,Asian / Pacific Islander,
5/31/16 16:05,2016-05,I am taking this survey before coming to the workshop,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/16 14:13,2016-03,I am taking this survey before coming to the workshop,Yes,Faculty,,,"Community medicine, UiT",Statistics,,Good in R-programming,Apple OS,Yes,Weekly,,,,,R,,,,,,"SAS, STATA, SPSS",I am working on generating data.,Satisfied,Satisfied,Agree,Agree,Agree,Neutral,To use better method to generating data and analysing other method to do it more effectiveness. ,No,,,,,
3/10/16 12:37,2016-03,I am taking this survey before coming to the workshop,Yes,Graduate Student,,,NHM,"Life science (biology, genetics)",,"I am interested by the evolution of lichen and plants.   - With the lichens, I am dealing with complex metagenomes, and meta-assembly.  - With the plant, I am interested in the development of nuclear markers for plant phylogenomics and biogeogrphy. ",Apple OS,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/16 11:51,2016-03,I am taking this survey before coming to the workshop,Yes,Graduate Student,,,Cognitive Neuroscience,Brain and neurosciencse,,"I study cognitive neuroscience, essentially the study of the brain, processes, as well as cognitions that arise in every day life as well as through experiments. ",Windows,Yes,Monthly,,Excel or other spreadsheet program,,SQL,,Python,MATLAB,,,,,"Yes, I have data but I haven't started analyzing it yet.",Unsatisfied,Unsatisfied,Strongly agree,Strongly agree,Agree,Agree,"To better my abilities, gain helpful tips, as well as to gain more confidence in my ability to analyze data.",No,,,,,
3/10/16 11:13,2016-03,I am taking this survey before coming to the workshop,No,Staff,,,Medical Genetics ,"Life science (biology, genetics)",,"Genome variation in rare, neurodevelopmental disorders ",Not sure,Yes,Several times a year,,Excel or other spreadsheet program,,SQL,,,,,the command line (shell),,,"Yes, and I've already done a fair bit of analysis.",Unsatisfied,Neutral,Agree,Neutral,Agree,Strongly agree,,No,,,,,
3/8/16 10:46,2016-03,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/16 3:34,2016-03,I am taking this survey before coming to the workshop,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,
3/7/16 9:07,2016-03,I am taking this survey before coming to the workshop,Yes,Post-doc,,,Chemistry,Other (please specify),Computational medicinal chemistry,Computational medicinal chemistry for computational drug design and modeling,Windows,No,Several times a year,,Excel or other spreadsheet program,,,,,,,,,,I am working on generating data.,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,Yes,35-44,Male,,Prefer not to say,
3/7/16 9:08,2016-03,I am taking this survey at the workshop (and I have not previously taken a survey for this workshop),Yes,Staff,,,Biological Sciences,"Life science (biology, genetics)",,I work in animal behaviour with parasite data and microbiome analysis. Previously I worked in animal communication. I also assist people with general R and statistical questions as part of my lab manager job.,Windows,Not sure,Daily,,Excel or other spreadsheet program,,,,,MATLAB,,,,postgresql,"Yes, and I've already done a fair bit of analysis.",Satisfied,Neutral,Agree,Agree,Agree,Disagree,,Yes,35-44,Male,,White / Caucasian,
3/7/16 9:04,2016-03,I am taking this survey at the workshop (and I have not previously taken a survey for this workshop),Yes,Graduate Student,,,Computer Sic.,Computer science and electrical engineering,,Redundancy elimination in Wireless Networking,Apple OS,Not sure,Daily,,Excel or other spreadsheet program,,,,,MATLAB,,,,,I do not have data yet.,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Yes,25-34,Male,,Other (please specify),Central Empire of China
3/7/16 8:09,2016-03,I am taking this survey before coming to the workshop,Yes,Post-doc,,,Physics,Physics,,Galactic archaeology in astronomy,Apple OS,Yes,Daily,,Excel or other spreadsheet program,,,,Python,,,the command line (shell),,,"Yes, and I've already done a fair bit of analysis.",Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,,Yes,35-44,Female,,Asian / Pacific Islander,
3/7/16 7:56,2016-03,I am taking this survey before coming to the workshop,Yes,Graduate Student,,,Psychology,Statistics,,,Windows,No,Daily,,Excel or other spreadsheet program,,,,,MATLAB,,,,,I am working on generating data.,Unsatisfied,Unsatisfied,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Looking for an introduction to database languages.,Yes,25-34,Male,,White / Caucasian,
3/7/16 0:14,2016-03,I am taking this survey before coming to the workshop,Yes,Graduate Student,,,Biology,"Life science (biology, genetics)",,Comparison of genomes/genotypes across locations; microbiome and parasite loads detectable in primate fecal samples,Windows,Not sure,Daily,,Excel or other spreadsheet program,,,,Python,MATLAB,,,,,"Yes, and I've already done a fair bit of analysis.",Very unsatisfied,Neutral,Strongly agree,Strongly agree,Neutral,Neutral,"Better data management skills, including directory structure, backup strategies, space management.",Yes,25-34,Female,,White / Caucasian,
3/6/16 20:43,2016-03,I am taking this survey before coming to the workshop,Yes,Graduate Student,,,sociology,,,,Windows,Not sure,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,stata,"Yes, and I've already done a fair bit of analysis.",Unsatisfied,Unsatisfied,Agree,Neutral,Neutral,Neutral,,Yes,25-34,Male,,Asian / Pacific Islander,
3/6/16 17:28,2016-03,I am taking this survey before coming to the workshop,Yes,Industry,,,Data Optimization,Other (please specify),Mathematics,My company helps cities move storm water through sewer systems in order to reduce overflow to rivers.,Windows,No,Less than once a year,,Excel or other spreadsheet program,,SQL,,,MATLAB,,,,,I am working on generating data.,Neutral,Unsatisfied,Strongly agree,Strongly agree,Agree,Agree,Basics of analyzing data with R and SQL.,Yes,35-44,Female,,White / Caucasian,
3/5/16 10:41,2016-03,I am taking this survey before coming to the workshop,Yes,Graduate Student,,,Chemistry and Biochemistry,Other (please specify),Biochemistry,"Rare codons in a protein sequence occur in clusters.  We want to know whether these ""clusters"" are conserved across different species, because if conserved, the rare codon clusters may have a significant biological function in protein biogenesis.",Apple OS,No,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,,I do not have data yet.,Very unsatisfied,Very unsatisfied,Strongly agree,Strongly agree,Strongly agree,Neutral,"Since I have absolutely no background in programming/data management, simply being introduced to the types of tools available for my research, and what these tools are capable of and used for, is already a great start for me!",Yes,25-34,Female,,Hispanic or Latino,
3/4/16 18:21,2016-03,I am taking this survey before coming to the workshop,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/16 17:17,2016-03,I am taking this survey before coming to the workshop,Yes,Graduate Student,,,,Humanities,,"I currently conduct research in land reform, education and judicial reform ",Windows,No,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,Stata,"Yes, I have data but I haven't started analyzing it yet.",Unsatisfied,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,"I want to get the basics on how to manage data, generate reliable analysis using R ",Yes,25-34,Female,,Black or African American,
3/4/16 15:37,2016-03,I am taking this survey before coming to the workshop,Yes,Staff,,,Biology,Other (please specify),Ecology,Stream ecology.  Nutrient chemistry.  Linking agricultural management to water quality.,Apple OS,No,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,,"Yes, and I've already done a fair bit of analysis.",Satisfied,Unsatisfied,Strongly agree,Agree,Agree,Neutral,"I would like to get sufficient, basic understanding of R to be able to do web searches to determine appropriate code for analyses.  I would like to get some code for basic analyses (e.g. ANOVA & summary statistics) & how to use filters to so that I don't have to manually separate my data into multiple files when I change groupings for analyses.",Yes,25-34,Female,,White / Caucasian,
3/4/16 15:13,2016-03,I am taking this survey before coming to the workshop,Yes,Graduate Student,,,Biology,"Life science (biology, genetics)",,"I aim to find the neurobiological and genetic bases of the olfactory preference in the apple maggot fly, which is leading to evolutionary divergence of one continuous population into two host fruit-associated races.",Windows,Not sure,Monthly,,Excel or other spreadsheet program,,,,,MATLAB,,,,,"Yes, and I've already done a fair bit of analysis.",Neutral,Neutral,Strongly agree,Agree,Agree,Disagree,,Yes,25-34,Female,,White / Caucasian,
3/4/16 15:00,2016-03,I am taking this survey before coming to the workshop,Yes,Post-doc,,,Chemistry ,Other (please specify),Chemistry Education,Research aims to quantify the impact that different types of comments/feedback provided during the peer review process have on student gains of conceptual learning.,Windows,No,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,,"Yes, I have data but I haven't started analyzing it yet.",Not applicable,Not applicable,Strongly agree,Strongly agree,Agree,Agree,How to organize data into a readable and usable fashion that allows for information extraction and to use programming to effectively extract such information in a manner that allows for detailed analyses.,Yes,25-34,Male,,Other (please specify),Multiracial
3/4/16 14:49,2016-03,I am taking this survey before coming to the workshop,No,Faculty,,,,Physics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/16 14:49,2016-03,I am taking this survey before coming to the workshop,No,Staff,,,Mendoza College of Business,Other (please specify),Finance,Research Data Analyst,Windows,Not sure,Daily,,Excel or other spreadsheet program,,,,Python,MATLAB,Open Refine,the command line (shell),,,"Yes, and I've already done a fair bit of analysis.",Satisfied,Satisfied,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Advanced data analysis skills,Yes,25-34,Male,,Asian / Pacific Islander,
3/4/16 14:51,2016-03,I am taking this survey before coming to the workshop,Yes,Faculty,,,,"Life science (biology, genetics)",,Cancer genomics research and assay development for molecular pathology. ,Windows,Yes,Weekly,Access,Excel or other spreadsheet program,,,,Python,MATLAB,,,,,"Yes, and I've already done a fair bit of analysis.",Neutral,Unsatisfied,Strongly agree,Strongly agree,Strongly agree,Strongly agree,how to clean up untidy data and make them ready for analysis with R packages,Yes,45-54,Male,,Asian / Pacific Islander,
3/4/16 14:40,2016-03,I am taking this survey before coming to the workshop,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/16 10:25,2016-03,I am taking this survey before coming to the workshop,Yes,Industry,,,Environmental Science,"Life science (ecology, zoology, botany)",,"We study the physical, chemical, and biological factors in freshwater ecosystems: limnology. I am interested in cyanobacteria correlations with micro and macro nutrient levels in lake water. ",Windows,Yes,Less than once a year,,Excel or other spreadsheet program,,,,,,,,,,"Yes, I have data but I haven't started analyzing it yet.",Unsatisfied,Unsatisfied,Agree,Strongly agree,Strongly agree,Neutral,How to properly organize and query data,Yes,18-24,Female,,White / Caucasian,
3/4/16 0:50,2016-03,I am taking this survey at the workshop (and I have not previously taken a survey for this workshop),Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/16 22:40,2016-03,I am taking this survey before coming to the workshop,Yes,Graduate Student,,,Library Science,Other (please specify),"library useability, link rot / citation drift, and services to people with disabilities",I'm currently researching the diverse hiring practices of libraries,Windows,No,Less than once a year,,,,,,,MATLAB,,,,,I do not have data yet.,Not applicable,Not applicable,Strongly agree,Strongly agree,Agree,Neutral,my current understanding of data analysis is cursory; I want to become a more knowledgeable beginner.,Yes,45-54,Female,,White / Caucasian,
3/3/16 13:38,2016-03,I am taking this survey at the workshop (and I have not previously taken a survey for this workshop),Yes,Graduate Student,,,Energy and resources group,Other (please specify),energy modeling,"Interdisciplinary work mixing economics, engineering and computer science to develop planning models to optimize the long-term expansion of the energy mix ",Windows,Yes,Monthly,,Excel or other spreadsheet program,,SQL,,,,,,,,"Yes, and I've already done a fair bit of analysis.",Unsatisfied,Unsatisfied,Strongly agree,Strongly agree,Agree,Neutral,Learn more about how to use R (for data management and visualization) and SQL,Yes,25-34,Female,,White / Caucasian,
3/3/16 11:13,2016-03,I am taking this survey at the workshop (and I have not previously taken a survey for this workshop),Yes,Graduate Student,,,Geology,"Earth sciences (geology, oceanography, meterorology)",,Vertebrate paleontology,Windows,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/16 11:11,2016-03,I am taking this survey at the workshop (and I have not previously taken a survey for this workshop),Yes,Graduate Student,,,Geological Sciences,"Earth sciences (geology, oceanography, meterorology)",,,Windows,Yes,Weekly,,Excel or other spreadsheet program,,,,,MATLAB,,,,,,Satisfied,Satisfied,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"better data management, and SQL",Yes,25-34,Female,,White / Caucasian,
3/3/16 11:11,2016-03,I am taking this survey before coming to the workshop,Yes,Post-doc,,,Berkeley Energy and Climate Institute,"Engineering (civil, mechanical, chemical)",,"Field of work is related to modeling the electrical grid, electricity demand and generators supplying electricity in order to minimize overall costs. ",Apple OS,Yes,I have never programmed,,Excel or other spreadsheet program,,,,Python,,,,,,I am working on generating data.,Very unsatisfied,Very unsatisfied,Agree,Strongly agree,Agree,Neutral,I hope I'm able to learn database management strategies and analyze data in an efficient manner.,Yes,25-34,Male,,Hispanic or Latino,
3/3/16 10:19,2016-03,I am taking this survey before coming to the workshop,Yes,Undergraduate student,,,Dep. Geological Sciences,"Life science (ecology, zoology, botany)",,I am identifying the squirrels of the mid-Miocene Cave Basin site (OR) and testing the ability of fossil sciurids to reflect their habitat.,Apple OS,Yes,Several times a year,,Excel or other spreadsheet program,,,,,MATLAB,,the command line (shell),,,I am working on generating data.,Unsatisfied,Unsatisfied,Strongly agree,Agree,Neutral,Agree,How to better manage my data and strategies for organizing up my data up-front so I have less management to do down-the-line. ,Yes,25-34,Female,,White / Caucasian,
3/3/16 10:12,2016-03,I am taking this survey before coming to the workshop,Yes,Staff,,,,,,,Windows,No,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/16 1:58,2016-03,I am taking this survey before coming to the workshop,Yes,Graduate Student,,,Vertebrate Paleontology,"Life science (biology, genetics)",,,Windows,Yes,Weekly,,Excel or other spreadsheet program,,,,,,,,,,I am working on generating data.,Not sure,Not applicable,Strongly agree,Strongly agree,Strongly agree,Neutral,,Yes,45-54,Male,,White / Caucasian,
3/3/16 1:43,2016-03,I am taking this survey before coming to the workshop,Yes,Graduate Student,,,Integrative Biology,Other (please specify),Environmental science,I am interested in testing questions about the ecology of extinct large mammals using living large mammals.,Windows,Yes,Several times a year,,Excel or other spreadsheet program,,,,,,,,,,,Unsatisfied,Unsatisfied,Strongly agree,Agree,Agree,Neutral,"I hope most to learn how to effectively name, organize,  share, and archive my data, metadata, and other research-related files.",Yes,18-24,Male,,White / Caucasian,
3/3/16 1:21,2016-03,I am taking this survey before coming to the workshop,Yes,Post-doc,,,Energy and Resources Group,"Engineering (civil, mechanical, chemical)",,I am working to extend an investment planning tool for the increased integration of renewable energy onto the US electrical grid.,Windows,Not sure,Daily,,,,SQL,,Python,,,,,,I am working on generating data.,Not sure,Not sure,Strongly agree,Agree,Agree,Neutral,I hope to have a better understanding of data management and free tools that are available.,Yes,25-34,Female,,White / Caucasian,
