Year,Month,Workshop,UniqueID,ProgrammingLanguage,RawData,WriteProgram,SearchOnline,OvercomeProblem,ProgrammingSoftware,AnalysesEasier,ImmediatelyApply,Comfortable,WorkWithData,ProgrammingEfficient,WorkshopStrengths,WorkshopImprovements,AccessibilityIssues,AccessibilityResponse,InstructorsClearAnswers,InstructorsEnthusiastic,InstructorsInteracting,InstructorsKnowledgeable,InstructorsOpenEnded,LikelyToRecommend,Country
2017,9,I don't know.,3jasha,R,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Neutral,Agree,multiple patient instructors. in-class example problems. Etherpad!,"class over course of three days. Noticed that by hour 5 or 6, I got a bit overwhelmed. Esp. in the R section. Another option would be pre-reading/exerceises on excel and SQL sections to save time in class.",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I believe you need to review a new concept a few times before it sinks in. That might have been hard given the pace of the class. But the number of patient instructors and classmates circumvented that issue.     When the instructor at the front of the class gave a brief explanation of vectors that left me confused. The two instructors at the back of the class (one an EPA scientist and the other a data librarian) offered two more detailed answers. Then I peeked over my seatmate's shoulder to catch up on material I missed while getting clarification. ,100,United States of America
2017,9,I don't know.,1prhic,R,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Neutral,Neutral,Strongly agree,Strongly disagree,Neutral,Having multiple helpers  Explaining terminology when asked,"Slow down a little, though I know some people have prior experience  Less detail about databases  ",No,,Strongly agree,Agree,Strongly agree,Strongly agree,Cleared up some confusion I had,98,United States of America
2017,9,I don't know.,,,,,,,,,,,,,,,,,,,,,,,
2017,8,Genomics,2ahpar,R,,,,,,,,,,,,,,,,,,,,,
2017,8,Ecology,7saemr,R,Strongly agree,Agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,1. lot of learning in little time invested  2. introduction to several program each with specific advantages  3. networking with people that know a lot about data bases and programming     ,,No,,Agree,Strongly agree,Strongly agree,Strongly agree,there was always someone available to answer questions so you can follow the class all the time. ,100,United States of America
2017,8,,,,,,,,,,,,,,,,,,,,,,,,
2017,8,Genomics,0chmil,R,,,,,,,,,,,,,,,,,,,,,
2017,8,Ecology,7lidri,R,,,,,,,,,,,,,,,,,,,,,
2017,9,Genomics,3saesp,R,,,,,,,,,,,,,,,,,,,,,
2017,8,Genomics,4wahea,Neither,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Neutral,Strongly agree,Disagree,Neutral,Good pacing of lessons and breaks.,The final lesson was a little rushed due to timing.,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Very receptive to my confusion about certain aspects.  The instructor made sure everyone was caught up before moving on with the lesson.,100,United States of America
2017,8,Genomics,1cabri,Neither,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Nicely selected set of relevant examples with carefully detailed instructions,"For this group the detail may have been a bit too much, but they do have the written documents to go back too.",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,98,United States of America
2017,11,Genomics,,,,,,,,,,,,,,,,,,,,,,,
2017,8,Genomics,3LCOLE,R,,,,,,,,,,,,,,,,,,,,,
2017,9,Ecology,,,,,,,,,,,,,,,,,,,,,,,
2017,8,I don't know.,7ancre,I don't know./I don't remember.,,,,,,,,,,,,"I don't know, but your survey needs work. I clicked on pre-workshop assessment but this is the post-workshop form, so the questions are essentially idiotic.",,,,,,,,,
2017,8,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,
2017,8,Reproducible Research,2mahav,R,,,,,,,,,,,,,,,,,,,,,
2017,8,Ecology,3wijef,R,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,hands-on exercises: I liked that we were given the data and programs to follow along. It helped me remember certain functions and programs better.,,No,,Agree,Agree,Agree,Strongly agree,,96,United States of America
2017,8,I don't know.,1seshe,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,"detailed explanation, passions of instructors",,No,,Agree,Strongly agree,Agree,Agree,resolved my problems,100,United States of America
2017,11,Ecology,,,,,,,,,,,,,,,,,,,,,,,
2017,8,I don't know.,1semid,R,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Great instructors!,More snacks.,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"I enjoyed meeting and interacting with all of the instructors.  I appreciated the instructors providing all students with future resources for student data needs, highlighting their current strengths and research.  ",100,United States of America
2017,8,Ecology,0liseg,R,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,"Insightful, opens a window to future learning.",,No,,Agree,Strongly agree,Strongly agree,Strongly agree,,85,United States of America
2017,8,I don't know.,1yywas,R,Strongly agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,good selection of topics and hands-on examples,"the pace of progression (I know it is hard with many people), a longer lunch break",Yes,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,an instructor quickly available upon having a question,95,United States of America
2017,8,I don't know.,2sobal,R,Disagree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Agree,Agree,Neutral,Strongly agree,"good introduction, good challenge examples and encouraging group work","too much time spent in very basic introductory elements, then rushing through heavy lifting. ",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"there were lots of helpers at the ready to come look and find your typo or simple error, and otherwise work with you for understanding.",92,United States of America
2017,8,Reproducible Research,,,,,,,,,,,,,,,,,,,,,,,
2017,8,Ecology,1oxman,R,Disagree,Agree,Agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,"good instructors, good excercises , relevant examples",hard to improve without more time! the workshop was a good balance of breadth of material although depth is obviously limited by time available,No,,Agree,Strongly agree,Strongly agree,Strongly agree,,100,United States of America
2017,8,Ecology,2liuni,R,Strongly agree,Agree,Agree,Agree,Neutral,Strongly agree,Disagree,Agree,Agree,Agree,"Actually having a dataset to work with really helped, I liked the challenges a lot because I got to learn hands-on what to do. ","Some of the lessons were very condensed and fast for new learners. I felt like the red/green cards for help worked in theory, but didn't work well when someone was teaching because none of the helpers were looking for red cards during lectures. ",No,,Agree,Agree,Agree,Agree,"One of the helpers, Sarah, was able to talk to me specifically about how these tools relate to my research. ",90,United States of America
2017,8,I don't know.,1rouni,R,Strongly agree,Disagree,Neutral,Disagree,Strongly disagree,Strongly agree,Neutral,Agree,Disagree,Strongly agree,,,No,,Agree,Strongly agree,Agree,Agree,,98,United States of America
2017,8,Ecology,0dafra,R,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Good introduction to people with little experience,,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,90,United States of America
2017,8,I don't know.,2buuni,R,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,"Information was very well presented and at a good pace. Challenges/exercises were relevant and informative. Instructors/helps were knowledgeable, helpful, and approachable. I learned a lot of basic functions, but I think the take away was that there are a LOT of resources to help me apply it to my specific work. This was a really impressive free workshop, and I'd recommend it to anyone interested in learning better ways to handle their data. Also the snacks were good",I wish we had more time/organization with R markup and to complete the capstone project (and review),Yes,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"I had a specific issue with my computer downloading a package I needed, and Brian helped sort it out immediately so I didn't miss anything.   Alex was also excellent at answering questions about what he was covering.  The instructors/helpers were all great",100,United States of America
2017,9,I don't know.,0dhkin,R,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,"the first day, teaching is good.","start with basic, step by step, the instructor showed so many command and function at a time, I could not understand easily.",No,,Neutral,Neutral,Disagree,Agree,"The problem instructor gave us, she could not solve the problem by herself. so it is tough for a new learner.",65,United States of America
2017,8,Reproducible Research,1wlwys,Python,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"- the well-organized workshop,  - well-described target group of students (researchers),  - experienced, opened-minded, and motivating mentors,  - nice atmosphere to learn and to focus on the exercises,  - the exercises prepared for all topics,  - learning materials available at Github,  - many additional materials in the Data Carpentry's Github repository.", - maybe it will be a good idea to take short breaks a bit more often  - you can add some homework if the workshop lasts 2 or more days,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,The instructors answered all questions which I had. They were very helpful and patient. They motivated me to spread an idea of Software Carpentry between my colleagues. I hope to do it in the nearest future.,100,Poland
2017,8,I don't know.,1ursou,R,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,85,United States of America
2017,8,I don't know.,9ackin,R,Strongly agree,Strongly disagree,Neutral,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Strongly agree,,,,,,,,,,,
2017,8,Ecology,6mosha,R,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,the politeness and punctuality of the trainer  your confidentiality  ,the time giving is not enough to cover all the data analysis  so the length of time could be added additional day.if it is so all thing was be alright.     ,No,no issues,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,78,Ethiopia
2017,8,Reproducible Research,,,,,,,,,,,,,,,,,,,,,,,
2017,8,Ecology,4homar,R,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,practice focus,knowing participants difficulties working with data,No,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,100,Ethiopia
2017,8,Ecology,1asark,R,Strongly agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,the polite  and well explanation of instructors  ,since its new program it needs exercising from thye side of trainees   time allocated for training,No,,Agree,Agree,Agree,Strongly agree,Very good,99,Ethiopia
2017,8,Ecology,5etare,R,Strongly agree,Neutral,Agree,Neutral,Neutral,Strongly agree,Neutral,Agree,Neutral,,trainers are very friendly  they have enough knowledge on what they are trying to train us ,please prepare materials on every stapes of training  give materials before showing what we need to learn,Yes,transportation facility  pared-um issues  ,Agree,Agree,Agree,Agree,by different thing,75,Ethiopia
2017,8,Ecology,5fisel,R,Strongly agree,Agree,Agree,Neutral,Disagree,Agree,Neutral,Agree,Agree,Strongly agree,Its strength is that it is to the point/short and precise,it is better if the time is given as it is impossible to under stand with in 2/days as we come from d/t background,Yes,the par dim that is allowed for us is not enough to attend the work shop/can't cover the all expenses,Agree,Strongly agree,Strongly agree,Strongly agree,they just tell us what we ask them practically and enthusiastically.,0,Ethiopia
2017,8,Ecology,2kease,R,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,the software is new and updated the way of expressing and the politeness of every trainers also smart continue ,it may be for the other trainees the time of workshop is very short if u can improve the time ,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,81,Ethiopia
2017,8,Ecology,4adwlo,R,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Strongly agree,Agree,Agree,Agree,Strongly agree,very interactive ,giving more exercise and note prior to the training ,No,,Agree,Strongly agree,Strongly agree,Agree,,99,Ethiopia
2017,8,Ecology,1deano,R,Strongly agree,Neutral,Neutral,Agree,Neutral,Strongly agree,Agree,Agree,Neutral,Strongly agree,the trainers are friendly! ,it has to have manual! ,Yes,they found my email wrong  ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,i did not see ,100,Ethiopia
2017,8,Ecology,5ztatf,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,instructors are committed to help us ,lessons should be given to use before we begin each session,No,,Neutral,Agree,Strongly agree,Agree,"their interaction,motivational speaking was motivational",85,Ethiopia
2017,8,Ecology,4JIHOS,R,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,It expresses how R and R studio works for sated data.,It should express first the main objective of the software and their value in different discipline but some how we confused how to  work in the coming.The trainers must express in detail that.,No,,Neutral,Agree,Agree,Agree,They interact with as to respond what is unclear and the step by step about the program.,76,Ethiopia
2017,8,Ecology,7meked,R,Strongly agree,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Agree,Agree,,,No,,Agree,Agree,Disagree,Agree,,90,Ethiopia
2017,8,Ecology,1adhai,R,,,,,,,,,,,,,,,,,,,,,
2017,8,Ecology,5chadd,R,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly agree,the information provided is very relevant for our work.  the teachers are committed ,"since it is not something we can finish with in few days , it is better to make the content short , focused and more practical by including more exercises.   i think it would b more effective if there were some group activities ",No,,Agree,Agree,Agree,Agree,,82,Ethiopia
2017,8,Ecology,4zauba,R,Strongly agree,Agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly disagree,Neutral,Disagree,Strongly agree,,,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,100,Ethiopia
2017,8,Ecology,1as1dd,R,Strongly agree,Agree,Neutral,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,You all are interested to help us. And we know what we do not know before.,"It might be better to increase duration of the training, because 3 days are very short for this training as some of the trainer are not familiar with R",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Add more time for each lesson, and keep the remaining activities.",100,Ethiopia
2017,8,Ecology,6bideb,R,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,i learn new software tools from this workshop.,#NAME?,No,,Agree,Strongly agree,Strongly agree,Neutral,#NAME?,83,Ethiopia
2017,8,Ecology,7medeb,R,Strongly agree,Strongly agree,Neutral,Agree,Neutral,Strongly agree,Neutral,Agree,Agree,Agree,the major strength of the work shop is 'it enables us to be informed about R and thinking to use it. ,printed guides and materials are very important to follow the work shop easly,No,,Neutral,Agree,Agree,Strongly agree,they heap us to go right with the lesson and i found it is very important,97,Ethiopia
2017,8,Ecology,9bokin,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,swift introductory course,more open questions to trainees,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,they have a clear idea on what they teach,100,Ethiopia
2017,8,Ecology,1aaaaa,R,Strongly disagree,Neutral,Agree,Agree,Neutral,Strongly agree,Neutral,Agree,Neutral,Strongly agree,It was interactive and exciting.,,Yes,The Open refine software were not fit to my computer,Strongly agree,Strongly agree,Strongly agree,Agree,They are friendly and interactive.,80,Ethiopia
2017,8,Ecology,2adwes,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,the theme of the workshop  the chance of learning post the workshop   ,the training days could be increased to have a better exposer to the software ,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,95,Ethiopia
2017,8,Ecology,0jalan,R,,,,,,,,,,,,,,,,,,,,,
2017,8,Ecology,2busw8,R,,,,,,,,,,,,,,,,,,,,,
2017,8,Ecology,1coarc,R,,,,,,,,,,,,,,,,,,,,,
2017,8,Ecology,,,,,,,,,,,,,,,,,,,,,,,
2017,8,I don't know.,0cd390,R,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,R introduction,do more practice,No,,Agree,Agree,Agree,Agree,explain how to use geom_smooth,90,United States of America
2017,8,Reproducible Research,1mefor,R,Strongly agree,Strongly agree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,"Clarity, patience, simplicity",There are some moments when instructors rush through some points and it's hard to follow or easy to get lost,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,They answer questions right away so that helped me to not get lost in the class,100,United States of America
2017,8,Ecology,1amsix,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Many people were available to help, all of the instructors were patient and had good attitudes, all of the instructors tried to make sure their topics were understood. It was nice to have the data carpentry website to follow along.","Although the data carpentry website was useful, a few (1-3) powerpoint slides to introduce the main foundations/purposes of each topic prior to beginning coding would be helpful.",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,All instructors and helpers were kind and responded quickly to any questions.,100,United States of America
2017,8,Ecology,4jeedi,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,"Friendly presenters, hands-on examples",less time talking about spreadsheets and more time on R and SQL,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Just by being friendly and non-judgmental ,100,United States of America
2017,8,Ecology,1methi,R,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,No,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,100,United States of America
2017,8,Ecology,1orhun,R,Disagree,Agree,Neutral,Neutral,Agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,This workshop was very well organized. Plenty of help was available. The coordinators were enthusiastic and positive. Great food. ,,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,100,United States of America
2017,8,Reproducible Research,3arthi,R,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Strongly agree,Agree,Agree,Agree,Strongly agree,Great information covered. It was a comfortable environment for learning the material. The presenters and helpers were well versed in the material they were teaching.,"More time is needed to complete the material, we rushed through almost the ending of the sessions. It may be helpful to include an additional day for beginners since at some point I did not want to ask questions to keep others back when we were short on time in the end.",No,,Agree,Strongly agree,Strongly agree,Strongly agree,"Justin started off his session including notes in his r lesson, which made it easy to follow and take my own notes as well. However, as the lesson progressed notes decreases which made the very last part to follow. But otherwise it was awesome.    Henry was able to provide great real life examples to help make the info relatable, as in why should I pay attention to SQL.  ",97,United States of America
2017,8,Ecology,4arcre,R,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,The working environment and and interaction of speaker was very nice,time should be more,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,things were more clear and my skilll are improved now,100,United States of America
2017,8,Ecology,8kiswt,R,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Neutral,Agree,Neutral,Strongly agree,The instructors being patient.  Application of the coding process.,Maybe some one to work with slower peoples.,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,THey were able to help me when I couldn't understand and/or help me get started.,100,United States of America
2017,8,Ecology,3tesou,R,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,helpers,,No,,Agree,Agree,Agree,Agree,,88,United States of America
2017,8,Reproducible Research,0faarc,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Interesting. Educational. Important.,Room was cold. Increase temperature,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Helpful,100,United States of America
2017,8,Reproducible Research,2saarc,R,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Strongly agree," The instructors were knowledgable, enthusiastic and helpful.","For beginners, instructors need to repeat things more often because otherwise beginners get lost at the start of a particular example/problem/lesson and it's harder to catch up. ",No,,Agree,Strongly agree,Strongly agree,Strongly agree,"As a beginner, sometimes I got stuck in the most basic parts where it more or less was expected to be known- whenever I had those simple questions they were promptly and graciously answered; I was able to then keep up and learn more. ",100,United States of America
2017,8,Ecology,3frfit,R,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,No,,Agree,Agree,Strongly agree,Strongly agree,,86,United States of America
2017,8,Ecology,2se92n,R,Strongly agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,access to the lesson materials and epad for future reference to get correct everything that I missed in the previous questions.,,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,100,United States of America
2017,8,Ecology,2casou,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Good structure of the classes and good online support.,"Food could have tags for Vegetarian, Gluten Free, etc.",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,100,United States of America
2017,8,Ecology,2mipar,R,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,#NAME?,"- more R,some people needed to have an introduction to R, maybe specify that time so that others that are familiar might be able to opt out ",Yes,"My computer could not handle R during the workshop, could not code everything but there is the ether pad so I can copy the code later on a computer that will work ",Agree,Agree,Agree,Agree,"helping install sql on my firefox, Henry  helping with getting open refine on my computer- Sergio",100,United States of America
2017,8,Ecology,0blten,R,Strongly agree,Agree,Neutral,Neutral,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Using the Etherpad  Having access to all the lessons for future reference,Smaller groups based on current skills coming in to the workshop if possible,No,,Agree,Strongly agree,Strongly agree,Agree,,90,United States of America
2017,9,I don't know.,3warol,R,Strongly agree,Agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,something for everyone at different levels,"the SQL portion was slow and repetitive, even for someone with no SQL experience",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,95,United States of America
2017,8,Reproducible Research,0nerec,I don't know./I don't remember.,,,,,,,,,,,,,,,,,,,,,
