Start Date,End Date,ID,Domain,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Status,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,OS,Programming-Usage,Data-Satisfaction,Why-Attending,Column23,Column24,Column25,Column26,Exposure-Workshop,Column27,Column28,Column29,Column30,Column31,Column32,Language-Covered,Spreadsheet-Rules-R,Column33,Column34,Column35,Column36,Data-Structure-R,Read-Data-R,Read-Data-Reasoning-R,Check-Data-R,Column37,Column38,Column39,Plotting-R,Plotting-Reasoning-R,Column40,Column41,Column42,Spreadsheet-Rules-Python,Column43,Column44,Column45,Column46,Data-Structure-Python,Read-Data-Python,Read-Data-Reasoning-Python,Check-Data-Python,Column47,Column48,Column49,Plotting-Python,Plotting-Reasoning-Python,Column50,Column51,Column52,Raw-Data,Write-Program,Search-Answers,Overcome-Problem,Programming-Confidence,Programming-Reproducible,Hope-To-Learn
08/30/2017 06:43:35 PM,08/30/2017 06:56:40 PM,1pilak,,,,,,,,,,Life Sciences,Mathematics or Statistics,,,,,Graduate Student,,,,,,,,Apple/Mac OS,Several times a year,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,,,,,Type the name of the data frame to display the whole dataset.,,None of the above will work.,,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Neutral,Disagree,Disagree,Agree,How to sift through large datasets including cleaning up the dataset and applying statistics to the dataset.
08/30/2017 05:24:04 PM,08/30/2017 05:28:43 PM,0popar,,,,Business,,,,,,,Mathematics or Statistics,,Social Sciences,,,,,,Industry Employee,,,,,Apple/Mac OS,Several times a year,Very unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,"Place comments alongside data values within a single cell, so they don’t get separated.",C,"B: contacts <- read.csv(“data.txt”, header = TRUE, sep = “,”)","will NOT work, the data isn’t a csv file",,,,Use the dim() function to see the number of rows and columns in the dataset.,"D: ggplot(df, aes(x, y)) + geom_point()",,,,"will NOT work, you need to specify a size for the points in your plot.",,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Job skills
08/30/2017 05:13:08 PM,08/30/2017 05:21:56 PM,0kfpos,,,,Business,,,,,,,,,,,,Graduate Student,,,,,,,,Apple/Mac OS,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/30/2017 03:02:05 PM,08/30/2017 03:21:30 PM,1bobro,,,,,Computer Science,,Engineering,,Library Sciences,,,,,,,,,,,,Research Staff,,,Apple/Mac OS,Weekly,Not sure,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,"B: contacts <- read.csv(“data.txt”, header = TRUE, sep = “,”)","will NOT work, the data isn’t a csv file",,,Type the name of the data frame to display the whole dataset.,,"C: ggplot(df, aes(x, y))","will work, it contains all of the necessary information.",,,,,,,,,,,,,,,,,,,,,Strongly agree,Disagree,Neutral,Disagree,Disagree,Agree,I want to learn some basics of working with R for data analysis
08/30/2017 02:13:12 PM,08/30/2017 02:15:56 PM,1huall,,,,,,,,,,,,,Social Sciences,,,,,,,,Research Staff,,,Windows,Monthly,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/30/2017 12:15:20 PM,08/30/2017 12:26:15 PM,0dhkin,,,,,,,Engineering,,,,,,,,,Graduate Student,,,,,,,,Windows,I have never used these tools,Neutral,To learn skills that I can apply to my current work,,,,,,Read about it in a newsletter or university web site,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,"D: contacts <- read.table(“data.txt”, header = TRUE, sep = “,”)","will NOT work, the data isn’t a csv file",,,Type the name of the data frame to display the whole dataset.,Use the dim() function to see the number of rows and columns in the dataset.,None of the above will work.,,,"will NOT work, you need to specify a color for the points in your plot.",,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,learn to work with real data
08/30/2017 11:49:54 AM,08/30/2017 11:58:29 AM,1fawar,,,,,,,,,,Life Sciences,,Physical Sciences,,,,Graduate Student,,,,,,,,Windows,Less than once a year,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,My advisor/supervisor told me about it,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Disagree,Disagree,Neutral,Disagree,Neutral,
08/30/2017 11:12:11 AM,08/30/2017 11:32:52 AM,5depow,,,Biomedical/Health Sciences,,,,,,,,,,,,,Graduate Student,,,,,,,,Windows,Monthly,Neutral,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,C,"B: contacts <- read.csv(“data.txt”, header = TRUE, sep = “,”)","will work, the data is a csv file with headers",,Use the head() function to see the last few lines of the data.,,,"D: ggplot(df, aes(x, y)) + geom_point()",,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Data management
08/30/2017 09:32:31 AM,08/30/2017 09:38:05 AM,1qusou,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,Apple/Mac OS,I have never used these tools,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,Combine related pieces of information in one cell.,Leave the raw data raw and make edits to a copy of the data.,"Place comments alongside data values within a single cell, so they don’t get separated.",C,Options A and C will both work.,"will work, the data is a csv file with headers",,,Type the name of the data frame to display the whole dataset.,,B: ggplot(df),,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Agree,Strongly disagree,Agree,Neutral,Strongly disagree,Agree,I don't really know anything so I'm hoping to just come out knowing more than I know now. 
08/30/2017 08:30:10 AM,08/30/2017 08:52:08 AM,1orhan,Agricultural or Environmental Sciences,,,,,,,,,Life Sciences,,,,,,,,,,,Research Staff,,,Windows,Monthly,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,Twitter or other social media,,My advisor/supervisor told me about it,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,C: contacts <- read.table(“data.txt”),"will NOT work, the data doesn’t have headers",Use the str() function to see information about the data.,Use the head() function to see the last few lines of the data.,Type the name of the data frame to display the whole dataset.,Use the dim() function to see the number of rows and columns in the dataset.,"D: ggplot(df, aes(x, y)) + geom_point()",,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Strongly agree,"All or my r knowledge is self-taught, so I'd love to get experience with a professional workflow."
08/29/2017 10:40:22 PM,08/29/2017 10:44:03 PM,1iskin,,Bioinformatics/Genomics,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,Apple/Mac OS,Not sure,Unsatisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,
08/29/2017 04:57:40 PM,08/29/2017 05:06:17 PM,7ancre,Agricultural or Environmental Sciences,,,,,,,,,Life Sciences,,,,Oceanography,,,,,,,Research Staff,,Independent Consultant,Windows,Daily,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Agree,Agree,Agree,Neutral,"I have been working with SAS and dBASE for a very long time. We are working on converting the database I use into SQL, so I'm looking to learn more about that and about R programming. "
08/29/2017 03:43:29 PM,08/29/2017 03:52:29 PM,2chlau,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,,,,,,Research Staff,,,Apple/Mac OS,Several times a year,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,As a requirement for my program/current position,,,,,,My advisor/supervisor told me about it,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,"Place comments alongside data values within a single cell, so they don’t get separated.",B,"B: contacts <- read.csv(“data.txt”, header = TRUE, sep = “,”)","will NOT work, you need to specify options for all parameters to a function",Use the str() function to see information about the data.,,Type the name of the data frame to display the whole dataset.,,None of the above will work.,,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Agree,Neutral,Agree,Neutral,Disagree,Strongly agree,Better able to problem solve when working with data analysis 
08/29/2017 02:21:12 PM,08/29/2017 03:20:54 PM,0sobur,Agricultural or Environmental Sciences,,,,,,,,,Life Sciences,,,,,,,Postdoctoral Researcher,,,,,,,Windows,Several times a year,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,,,Leave the raw data raw and make edits to a copy of the data.,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Agree,R.  ;)
08/29/2017 01:15:53 PM,08/29/2017 01:24:21 PM,2oscal,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,,,Faculty,,,,,,Windows,I have never used these tools,Not applicable,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,,,Leave the raw data raw and make edits to a copy of the data.,,C,"D: contacts <- read.table(“data.txt”, header = TRUE, sep = “,”)","will NOT work, the data isn’t a csv file",Use the str() function to see information about the data.,Use the head() function to see the last few lines of the data.,,,None of the above will work.,,"will NOT work, you need to specify the type of plot that you want.",,"will NOT work, you need to specify a size for the points in your plot.",,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Neutral,Neutral,Strongly disagree,Agree,A basic introduction to R that I can continue to build off of and eventually use as part of my regular data analysis 
08/29/2017 01:09:21 PM,08/29/2017 01:33:15 PM,0wamon,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,,,,,,Research Staff,,,Windows,I have never used these tools,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,"B: contacts <- read.csv(“data.txt”, header = TRUE, sep = “,”)","will NOT work, you need to specify options for all parameters to a function",,,Type the name of the data frame to display the whole dataset.,,"C: ggplot(df, aes(x, y))","will work, it contains all of the necessary information.",,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Neutral,Disagree,Strongly disagree,Agree,basic understanding of what R's capabilities are.  Write some simple R codes to apply to my large datasets.
08/29/2017 12:41:40 PM,08/29/2017 12:48:54 PM,4watio,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,Windows,Several times a year,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Agree,Disagree,Disagree,Agree,a better understanding of managing data
08/29/2017 12:37:01 PM,08/29/2017 12:45:19 PM,3warol,,,,,,,,,,,,,Social Sciences,,,Graduate Student,,,,,,,,Windows,Weekly,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,"D: contacts <- read.table(“data.txt”, header = TRUE, sep = “,”)","will NOT work, the data isn’t a csv file",Use the str() function to see information about the data.,Use the head() function to see the last few lines of the data.,Type the name of the data frame to display the whole dataset.,Use the dim() function to see the number of rows and columns in the dataset.,"D: ggplot(df, aes(x, y)) + geom_point()",,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,
08/29/2017 12:24:04 PM,08/29/2017 12:38:09 PM,2fodog,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,Life Sciences,,,,,,,Postdoctoral Researcher,,,,,,,Apple/Mac OS,Daily,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,,"Place comments alongside data values within a single cell, so they don’t get separated.",B,"D: contacts <- read.table(“data.txt”, header = TRUE, sep = “,”)","will NOT work, you need to specify options for all parameters to a function",Use the str() function to see information about the data.,,,,None of the above will work.,,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Strongly agree,Neutral,Disagree,Strongly agree,
08/29/2017 11:23:14 AM,08/29/2017 11:44:51 AM,1wasun,,,,,,,,,Library Sciences,,,,,,,,,,,,,,Librarian,Apple/Mac OS,I have never used these tools,,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,As a requirement for my program/current position,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,A: contacts <- read.csv(“data.txt”),"will work, the data is a csv file with headers",Use the str() function to see information about the data.,,Type the name of the data frame to display the whole dataset.,,"C: ggplot(df, aes(x, y))","will work, it contains all of the necessary information.",,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Agree,Agree,Neutral,Agree,Learning software skills that will aid in my work with researchers as well as my own work. I am interested in becoming an instructor on these topics to lead workshops in my own institution in the future.
08/29/2017 11:23:16 AM,08/29/2017 11:26:13 AM,1cabri,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,,,,,,,,,Faculty,,,,,,Windows,Daily,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,to help as an organizer of the sessions,,,,,,,Jason Williams,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/28/2017 11:07:33 AM,08/28/2017 11:38:21 AM,4jutob,,,,,,,,,,Life Sciences,,,,,,,,Faculty,,,,,,Windows,I have never used these tools,Unsatisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/28/2017 11:29:47 AM,08/28/2017 11:31:19 AM,1enren,,,Biomedical/Health Sciences,,,,,,,,,,,,,Graduate Student,,,,,,,,Apple/Mac OS,Weekly,Satisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/28/2017 11:29:10 AM,08/28/2017 11:45:03 AM,1essan,,Bioinformatics/Genomics,,,,,,,,,,,,HPC,,,,,,,,Other Staff,,Apple/Mac OS,Daily,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,"Options A, B and D will all work.","will work, the data is a csv file with headers",,,Type the name of the data frame to display the whole dataset.,Use the dim() function to see the number of rows and columns in the dataset.,B: ggplot(df),,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,
08/28/2017 11:27:36 AM,08/28/2017 11:29:07 AM,1hajun,,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,Apple/Mac OS,Less than once a year,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,My friend/colleague told me about it,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/28/2017 10:08:55 AM,08/28/2017 10:15:20 AM,1saqua,,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,Apple/Mac OS,Monthly,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,C,"D: contacts <- read.table(“data.txt”, header = TRUE, sep = “,”)","will NOT work, the data isn’t a csv file",,Use the head() function to see the last few lines of the data.,Type the name of the data frame to display the whole dataset.,Use the dim() function to see the number of rows and columns in the dataset.,"D: ggplot(df, aes(x, y)) + geom_point()",,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Agree,Neutral,Agree,Strongly agree,A smother workflow.
08/28/2017 02:40:35 AM,08/28/2017 02:52:46 AM,2KAKEN,,,,,,,,,,,,,,Biology,,,Postdoctoral Researcher,,,,,,,Windows,I have never used these tools,Not sure,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,,,B,Options A and C will both work.,"will work, the data is a csv file with headers",Use the str() function to see information about the data.,,,,A: ggplot <- df,,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,
08/28/2017 12:43:37 AM,08/28/2017 12:51:50 AM,2wasun,,Bioinformatics/Genomics,,,,,,,,,,,,,,Graduate Student,,,,,,,,Windows,Monthly,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,Read about it in a newsletter or university web site,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,C: contacts <- read.table(“data.txt”),"will NOT work, the data isn’t a csv file",Use the str() function to see information about the data.,,Type the name of the data frame to display the whole dataset.,,"D: ggplot(df, aes(x, y)) + geom_point()","will work, it contains all of the necessary information.",,,,,,,,,,,,,,,,,,,,,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Better command of R and intro to other programming languages
08/27/2017 11:43:17 PM,08/28/2017 12:13:42 AM,1gahag,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,Windows,Weekly,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,C,"D: contacts <- read.table(“data.txt”, header = TRUE, sep = “,”)",,,,Type the name of the data frame to display the whole dataset.,,"C: ggplot(df, aes(x, y))",,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Agree,Agree,Disagree,Agree,
08/27/2017 08:03:16 PM,08/27/2017 08:43:30 PM,3elcam,,Bioinformatics/Genomics,,,,,,,,Life Sciences,,,,,,,,,,,,Other Staff,Postgraduate,,Less than once a year,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,R,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,
08/27/2017 05:44:19 PM,08/27/2017 05:53:48 PM,0james,,Bioinformatics/Genomics,,,,,,,,,,,,Genetics,,Graduate Student,,,,,,,,Windows,Monthly,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,My advisor/supervisor told me about it,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,C,"D: contacts <- read.table(“data.txt”, header = TRUE, sep = “,”)","will NOT work, the data isn’t a csv file",,,Type the name of the data frame to display the whole dataset.,,"C: ggplot(df, aes(x, y))","will work, it contains all of the necessary information.",,,,,,,,,,,,,,,,,,,,,Strongly agree,Disagree,Agree,Neutral,Strongly disagree,Agree,I am hoping to learn some general skills in R and Python that would benefit my analysis of ddRAD data for my research.
08/26/2017 07:46:00 PM,08/26/2017 07:50:20 PM,2ahpar,,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,Apple/Mac OS,I have never used these tools,Not applicable,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Agree,Neutral,Neutral,Agree,Basics of tools used in Bioinformatics
08/26/2017 05:36:07 PM,08/26/2017 05:49:33 PM,5kosli,,,,,,,,,,Life Sciences,,,,,,,,Faculty,,,,,,Windows,I have never used these tools,Unsatisfied,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,Neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Strongly disagree,Agree,Agree,Agree,Neutral,Fundamental concepts and skills of computer programs to analyse scientific or genomic data.
08/25/2017 07:11:17 PM,08/25/2017 07:16:01 PM,3wahea,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,Windows,Less than once a year,Not sure,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,My advisor/supervisor told me about it,,,I don't know/I don't remember,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Disagree,Strongly agree,Neutral,Strongly disagree,Neutral,I would like to gain some familiarity with programming beyond my introductory understanding.
08/25/2017 05:17:25 PM,08/25/2017 05:23:48 PM,1atarm,,,,,,,,,,Life Sciences,,,,,,,,Faculty,,,,,,Windows,Several times a year,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,"Options A, B and D will all work.","will work, the data is a csv file with headers",Use the str() function to see information about the data.,Use the head() function to see the last few lines of the data.,Type the name of the data frame to display the whole dataset.,,"D: ggplot(df, aes(x, y)) + geom_point()",,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Agree,Agree,Agree,Strongly agree,Better data management skills.
08/25/2017 01:10:55 PM,08/25/2017 01:15:33 PM,3jsnan,,Bioinformatics/Genomics,,,,,,,,Life Sciences,,,,,,,,Faculty,,,,,,Windows,I have never used these tools,Neutral,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Neutral,Disagree,Disagree,Agree,
08/23/2017 06:40:38 PM,08/23/2017 08:46:43 PM,3fawyo,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,Windows,I have never used these tools,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Strongly agree,Neutral,Agree,Agree,
08/23/2017 06:46:44 PM,08/23/2017 06:56:46 PM,5faeuc,,Bioinformatics/Genomics,Biomedical/Health Sciences,,Computer Science,,,,,Life Sciences,,,,Genetics,Undergraduate Student,,,,,,,,Undergraduate Researcher ,Apple/Mac OS,Daily,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,As a requirement for my program/current position,To better help me understand R and bioinformatics for my current BRAiN project,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,"Place comments alongside data values within a single cell, so they don’t get separated.",B,"D: contacts <- read.table(“data.txt”, header = TRUE, sep = “,”)","will NOT work, you need to specify options for all parameters to a function",Use the str() function to see information about the data.,,Type the name of the data frame to display the whole dataset.,Use the dim() function to see the number of rows and columns in the dataset.,None of the above will work.,,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Disagree,Strongly agree,How to better understand R and bioinformatics to help me analyze my own dataset for my BRAiN program project working on Alzheimer's gene expression data.
08/22/2017 11:13:58 AM,08/22/2017 11:14:05 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/22/2017 09:57:33 AM,08/22/2017 10:02:46 AM,1lolan,,,,,,,,,,,,,Social Sciences,,Undergraduate Student,,,,,,,,,Apple/Mac OS,I have never used these tools,Unsatisfied,,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,"Place comments alongside data values within a single cell, so they don’t get separated.",C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
