End Date,NewDate,Please indicate your relevant fields or disciplines.��Check all that apply.,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,What is your current status? Check all that apply.,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,What operating system is on the computer you are bringing to the workshop?,How often do you currently use any of the following?,Column24,Column25,Column26,"Please rate your level of satisfaction with your current data management and analysis workflow (i.e. how you collect, organize, store and analyze your data).",Why are you attending this workshop? Check all that apply.,Column27,Column28,Column29,Column30,How did you find out about this workshop? Check all that apply.,Column31,Column32,Column33,Column34,Column35,Column36,Which of the following programming languages��is being covered in your workshop?,Please rate your level of agreement with the following statements:,Column37,Column38,Column39,Column40,Column41,Please share what you most hope to learn from attending this workshop.,In what country is your workshop being held?,With��what gender do you most identify?,Column42,How would you describe yourself? Choose one or more of the following groups.,Column43,Column44,Column45,Column46,Column47,Column48,Column49
9/20/17 15:07,2017-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/17 14:33,2017-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/17 8:56,2017-09,,,Biomedical/Health Sciences,,,,,,,Life��Sciences,,,,,,,,,,,Research Staff,,,,Apple/Mac OS,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,I don't know/I don't remember,Agree,Disagree,Agree,Neutral,Strongly disagree,Neutral,,,,,,,,,,,,
9/27/17 12:12,2017-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/17 6:41,2017-09,,,,,,,,,,,,,Social Sciences,,,,,,,,Research Staff,,,,Not sure,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,My advisor/supervisor told me about it,,,Python,Strongly agree,Agree,Strongly agree,Neutral,Neutral,Agree,Practical ways to do my data analyses better.,,,,,,,,,,,
9/18/17 11:33,2017-09,,Bioinformatics/Genomics,,,,,,Humanities,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Very unsatisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,Python,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly agree,"I would like to know how to organise my data, and use Python and/or R to do bioinformatics research on my data",,,,,,,,,,,
9/18/17 5:06,2017-09,,,,,,,,Humanities,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,Python,Agree,Disagree,Agree,Agree,Agree,Strongly agree,,,,,,,,,,,,
9/18/17 2:37,2017-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/17 2:18,2017-09,,,,,Computer Science,,Engineering,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,R,Strongly agree,Neutral,Agree,Agree,Neutral,Neutral,I want to learn all the techniques of using R to analyze and interpret large amounts of data .,,,,,,,,,,,
9/17/17 16:49,2017-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/17 13:00,2017-09,,,,,,,,,,,Mathematics or Statistics,,,,,Graduate Student,,,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,R,,,,,,,,,,,,,,,,,,
9/17/17 11:46,2017-09,,,,,,,,,,,Mathematics or Statistics,,,,,,,,,,,,,Postgraduate,Windows,,,,,Not sure,,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,i want to use this tool in the work place ,,,,,,,,,,,
9/17/17 15:09,2017-09,,,,,,,,,,,,,,Statistics,,Graduate Student,,,,,,,,,Windows,,,,,Neutral,,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,R,,,,,,,,,,,,,,,,,,
9/17/17 10:14,2017-09,,,,,,,,,,,Mathematics or Statistics,,,,,,,,,,,,,postgraduate,Windows,,,,,Not sure,,To learn skills that I can apply to my work in the future,,,,,Read about it in a newsletter or university web site,,,,My friend/colleague told me about it,,R,Neutral,Strongly agree,Neutral,Agree,Neutral,Agree,i wana learn more about data science and how can i use it in real life or how can i apply it on real world,,,,,,,,,,,
9/16/17 16:22,2017-09,,,,,,,,,,,Mathematics or Statistics,,,,,Graduate Student,,,,,,,,,Windows,,,,,Neutral,,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,Neither,Disagree,Neutral,Agree,Agree,Agree,Strongly agree,I hope to learn R,,,,,,,,,,,
9/16/17 11:27,2017-09,,,,,,,,Humanities,,,,,Social Sciences,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,Python,Agree,Neutral,Agree,Strongly agree,Agree,Neutral,SQL for data management,,,,,,,,,,,
9/15/17 9:46,2017-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/17 9:25,2017-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/17 8:45,2017-09,,,,,Computer Science,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,R,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,how to use programming packages R and python and how to clean raw data is the main objective,,,,,,,,,,,
9/15/17 8:13,2017-09,,,,,,,,,,,,,,Statistics,,Graduate Student,,,,,,,,,Windows,,,,,Not applicable,,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,R,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Analysing data and acquiring more skills in programming,,,,,,,,,,,
9/15/17 8:13,2017-09,,,,,,,,,,,Mathematics or Statistics,,,,,Graduate Student,,,,,,,,,Windows,,,,,Very unsatisfied,To learn skills that I can apply to my current work,,,,,,,,,My advisor/supervisor told me about it,,,R,Neutral,Strongly disagree,Agree,Agree,Neutral,Neutral,programming  data analysis,,,,,,,,,,,
9/15/17 8:03,2017-09,,,,,,,,,,,Mathematics or Statistics,,,,,Graduate Student,,,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,R,Disagree,Neutral,Neutral,Strongly agree,Neutral,Strongly agree,I am hoping to learn and fully understand R programming language,,,,,,,,,,,
9/15/17 8:08,2017-09,,,,,,,,,,,Mathematics or Statistics,,,,,Graduate Student,,,,,,,,,Windows,,,,,Neutral,,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,R,Strongly agree,Neutral,Disagree,Neutral,Neutral,Disagree,programming language R  ,,,,,,,,,,,
9/15/17 7:41,2017-09,,,,,,,,,,,Mathematics or Statistics,,,,,Graduate Student,,,,,,,,,Windows,,,,,Very satisfied,,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,R,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,"I wanna know how to use R,gain knowledge on data open refine and to get more information about Data Carpentry",,,,,,,,,,,
9/22/17 11:36,2017-09,,,,,,,,Humanities,,,,,,,,,Postdoctoral Researcher,,,,,,,,Apple/Mac OS,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,Python,Strongly agree,Strongly disagree,Agree,Neutral,Strongly disagree,Neutral,Using new tools I have never used before,,,,,,,,,,,
9/16/17 11:57,2017-09,,,,,,,,Humanities,,,,,,,,,,Faculty,,,,,,,Windows,,,,,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,Python,Agree,Agree,Agree,Agree,Neutral,Agree,analyse and change existing data  interpret geographical data,,,,,,,,,,,
9/14/17 6:24,2017-09,,,,,,,,Humanities,,,,,,,,,,,,,Research Staff,,,,Apple/Mac OS,,,,,Neutral,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,Python,Agree,Agree,Agree,Agree,Agree,Neutral,"A general introduction to possible uses for Python and SQL (I mainly use FileMaker Pro for data storage and analysis at present, but am interested in looking at other options and broadening my skillset)",,,,,,,,,,,
9/11/17 11:38,2017-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/17 8:03,2017-09,,,,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,UNIX/Linux,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,R,,,,,,,,,,,,,,,,,,
9/11/17 6:18,2017-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/17 4:37,2017-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/17 4:39,2017-09,,,Biomedical/Health Sciences,,,,,,,Life��Sciences,,,,,,,Postdoctoral Researcher,,,,Research Staff,,,,Apple/Mac OS,,,,,Unsatisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,Agree,,,,,,,,,,,,
9/11/17 4:41,2017-09,,Bioinformatics/Genomics,Biomedical/Health Sciences,,,,,,,,,,,,,,,,,,,,Retired/Not Employed,,UNIX/Linux,,,,,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Strongly agree,,,,,,,,,,,,
9/11/17 4:38,2017-09,,,Biomedical/Health Sciences,,,,,,,Life��Sciences,,,,Proteomics,,,Postdoctoral Researcher,,,,,,,,UNIX/Linux,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,Read about it in a newsletter or university web site,,,My advisor/supervisor told me about it,My friend/colleague told me about it,,R,,,,,,,,,,,,,,,,,,
9/11/17 4:39,2017-09,,,,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Satisfied,To learn skills that I can apply to my current work,,,,,,Read about it in a newsletter or university web site,,,,,,R,Agree,Agree,,Agree,Agree,Agree,,,,,,,,,,,,
9/11/17 4:31,2017-09,,,,,,,,,,,,,,Plant sciences,,Graduate Student,,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,R,,,,,,,,,,,,,,,,,,
9/10/17 9:15,2017-09,,,Biomedical/Health Sciences,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Strongly agree,Neutral,Agree,Neutral,Disagree,Agree,New ways to analyze and plot data more effectively ,,,,,,,,,,,
9/11/17 5:08,2017-09,,,Biomedical/Health Sciences,,,,,,,,,,,,,,,,,,Research Staff,,,,Windows,,,,,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,My advisor/supervisor told me about it,,,Python,Neutral,Agree,Agree,Neutral,Neutral,Agree,,,,,,,,,,,,
9/6/17 16:40,2017-09,,,,,,,,,,Life��Sciences,,,,,,,Postdoctoral Researcher,,,,,,,,Apple/Mac OS,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,Twitter or other social media,,,,,I don't know/I don't remember,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,,,,,,,,,,,,
9/4/17 15:30,2017-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/17 10:56,2017-09,,,,,,,,Humanities,,,,,,,,,Postdoctoral Researcher,,,,,,,,Apple/Mac OS,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,My advisor/supervisor told me about it,,,I don't know/I don't remember,Neutral,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,
9/1/17 7:04,2017-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/17 8:35,2017-08,,,Biomedical/Health Sciences,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Very unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,R,,,,,,,,,,,,,,,,,,
8/31/17 8:37,2017-08,Agricultural or Environmental Sciences,,,,,Earth Sciences,,,,,,,,,,,,,,Government Employee,,,,,Windows,,,,,Neutral,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Agree,Agree,Agree,Agree,Neutral,Strongly agree,,,,,,,,,,,,
8/31/17 8:22,2017-08,,,,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Neutral,,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,As a requirement for my program/current position,,Received an email about the workshop,,,,,,,R,Disagree,Agree,Agree,Agree,Disagree,Agree,,,,,,,,,,,,
8/31/17 6:42,2017-08,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,changing professions and everyone in my new lab uses R,Received an email about the workshop,,,,,,,R,Agree,Disagree,Agree,Agree,Neutral,Neutral,never used R or SQL. Hope to learn.,,,,,,,,,,,
8/31/17 6:23,2017-08,Agricultural or Environmental Sciences,,,,,Earth Sciences,,,,,,,,GIS & Remote Sensing,,,,Faculty,,,,,,,Windows,,,,,Not applicable,,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,Dr. Peter August ,R,Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Practical tips to help my coding journey,,,,,,,,,,,
8/30/17 23:48,2017-08,,Bioinformatics/Genomics,Biomedical/Health Sciences,,Computer Science,,,,,,,,,,Undergraduate Student,,,,,,,,,,Apple/Mac OS,,,,,Neutral,,,,As a requirement for my program/current position,,,,,,My advisor/supervisor told me about it,,,R,Strongly disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,,,,,,,,,,,,
8/30/17 21:21,2017-08,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Not sure,,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,My advisor/supervisor told me about it,,,R,Agree,Strongly disagree,Agree,Neutral,Disagree,Agree,"I hope to learn basic functions of R, as well as best resources for continuing education in a non classroom setting.",,,,,,,,,,,
8/30/17 21:22,2017-08,,,,,,,,,,,Mathematics or Statistics,,Social Sciences,,,,,Faculty,,,,,,,Apple/Mac OS,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Agree,Agree,Agree,Neutral,Disagree,Agree,Methods for moving data from spreadsheets to R.  Methods for version control.,,,,,,,,,,,
8/30/17 20:37,2017-08,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,,,,,,,,Retired/Not Employed,,Apple/Mac OS,,,,,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,R,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Agree,How to do statistical analyses in R,,,,,,,,,,,
8/30/17 20:41,2017-08,Agricultural or Environmental Sciences,,,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,TA,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Agree,Neutral,Agree,Disagree,Strongly agree,I would like to learn those tools because I am not good at computational programs.,,,,,,,,,,,
8/30/17 20:22,2017-08,,,,,,,,,,,,,Social Sciences,GIS & Environmental Economics,,,,,,,,,,Recent graduate of MS,Windows,,,,,Neutral,,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Strongly agree,Disagree,Strongly agree,Agree,Neutral,Strongly agree,I am in need of a refresher on R and would like to learn more ways to clean data and manage it. ,,,,,,,,,,,
8/30/17 19:58,2017-08,,,,,,,,,,Life��Sciences,,,,Pharmacokinetics,,Graduate Student,,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,,,,,,,,,My advisor/supervisor told me about it,,,R,Strongly agree,,Strongly agree,,,Strongly agree,I am looking forward to getting exposure to tools required to manage my research data. ,,,,,,,,,,,
8/30/17 19:52,2017-08,,Bioinformatics/Genomics,Biomedical/Health Sciences,,,,,,,Life��Sciences,,,,,,,,Faculty,,,,,,,Apple/Mac OS,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Disagree,Neutral,Neutral,Disagree,Agree,,,,,,,,,,,,
8/30/17 18:51,2017-08,,,,Business/Economics,,,,,,,,,,,Undergraduate Student,,,,,,,,,,Windows,,,,,Very unsatisfied,,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,My advisor/supervisor told me about it,,,R,Agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Agree,Getting an idea of how to use R,,,,,,,,,,,
8/30/17 18:56,2017-08,,,,,,,,,,Life��Sciences,Mathematics or Statistics,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Strongly agree,Neutral,Neutral,Disagree,Disagree,Agree,How to sift through large datasets including cleaning up the dataset and applying statistics to the dataset.,,,,,,,,,,,
8/30/17 17:28,2017-08,,,,Business/Economics,,,,,,,Mathematics or Statistics,,Social Sciences,,,,,,Industry Employee,,,,,,Apple/Mac OS,,,,,Very unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Job skills,,,,,,,,,,,
8/30/17 17:21,2017-08,,,,Business/Economics,,,,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,
8/30/17 15:21,2017-08,,,,,Computer Science,,Engineering,,Library Sciences,,,,,,,,,,,,Research Staff,,,,Apple/Mac OS,,,,,Not sure,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Disagree,Neutral,Disagree,Disagree,Agree,I want to learn some basics of working with R for data analysis,,,,,,,,,,,
8/30/17 14:15,2017-08,,,,,,,,,,,,,Social Sciences,,,,,,,,Research Staff,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,,,,,,,,,,,,,,,,,,
8/30/17 12:26,2017-08,,,,,,,Engineering,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,,,,,,Read about it in a newsletter or university web site,,,,,,R,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,learn to work with real data,,,,,,,,,,,
8/30/17 11:58,2017-08,,,,,,,,,,Life��Sciences,,Physical Sciences,,,,Graduate Student,,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Disagree,Disagree,Neutral,Disagree,Neutral,,,,,,,,,,,,
8/30/17 11:32,2017-08,,,Biomedical/Health Sciences,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Data management,,,,,,,,,,,
8/30/17 9:38,2017-08,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Agree,Strongly disagree,Agree,Neutral,Strongly disagree,Agree,I don't really know anything so I'm hoping to just come out knowing more than I know now. ,,,,,,,,,,,
8/30/17 8:52,2017-08,Agricultural or Environmental Sciences,,,,,,,,,Life��Sciences,,,,,,,,,,,Research Staff,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,Twitter or other social media,,My advisor/supervisor told me about it,,,R,Agree,Agree,Agree,Agree,Agree,Strongly agree,"All or my r knowledge is self-taught, so I'd love to get experience with a professional workflow.",,,,,,,,,,,
8/29/17 22:44,2017-08,,Bioinformatics/Genomics,,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Unsatisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,
8/29/17 17:06,2017-08,Agricultural or Environmental Sciences,,,,,,,,,Life��Sciences,,,,Oceanography,,,,,,,Research Staff,,,Independent consultant; mostly retired,Windows,,,,,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Agree,Agree,Agree,Agree,Neutral,"I have been working with SAS and dBASE for a very long time. We are working on converting the database I use into SQL, so I'm looking to learn more about that and about R programming. ",,,,,,,,,,,
8/29/17 15:52,2017-08,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,,,,,,Research Staff,,,,Apple/Mac OS,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,As a requirement for my program/current position,,,,,,My advisor/supervisor told me about it,,,R,Agree,Neutral,Agree,Neutral,Disagree,Strongly agree,Better able to problem solve when working with data analysis ,,,,,,,,,,,
8/29/17 15:20,2017-08,Agricultural or Environmental Sciences,,,,,,,,,Life��Sciences,,,,,,,Postdoctoral Researcher,,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,R,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Agree,R.  ;),,,,,,,,,,,
8/29/17 13:24,2017-08,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,,,Faculty,,,,,,,Windows,,,,,Not applicable,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,R,Strongly agree,Strongly disagree,Neutral,Neutral,Strongly disagree,Agree,A basic introduction to R that I can continue to build off of and eventually use as part of my regular data analysis ,,,,,,,,,,,
8/29/17 13:33,2017-08,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,,,,,,Research Staff,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Strongly agree,Strongly disagree,Neutral,Disagree,Strongly disagree,Agree,basic understanding of what R's capabilities are.  Write some simple R codes to apply to my large datasets.,,,,,,,,,,,
8/29/17 12:48,2017-08,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Strongly agree,Neutral,Agree,Disagree,Disagree,Agree,a better understanding of managing data,,,,,,,,,,,
8/29/17 12:45,2017-08,,,,,,,,,,,,,Social Sciences,,,Graduate Student,,,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,,,,,,,,,,,,
8/29/17 12:38,2017-08,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,Life��Sciences,,,,,,,Postdoctoral Researcher,,,,,,,,Apple/Mac OS,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Agree,Strongly agree,Neutral,Disagree,Strongly agree,,,,,,,,,,,,
8/29/17 11:44,2017-08,,,,,,,,,Library Sciences,,,,,,,,,,,,,,,STEM Librarian,Apple/Mac OS,,,,,,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,As a requirement for my program/current position,,Received an email about the workshop,,,,,,,R,Strongly agree,Strongly disagree,Agree,Agree,Neutral,Agree,Learning software skills that will aid in my work with researchers as well as my own work. I am interested in becoming an instructor on these topics to lead workshops in my own institution in the future.,,,,,,,,,,,
8/29/17 11:26,2017-08,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,,,,,,,,,Faculty,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,to help as an organizer of the sessions,,,,,,,Jason Williams,R,,,,,,,,,,,,,,,,,,
8/28/17 11:38,2017-08,,,,,,,,,,Life��Sciences,,,,,,,,Faculty,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,,,,,,,,,,,,,,,,,,
8/28/17 11:31,2017-08,,,Biomedical/Health Sciences,,,,,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Satisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,,,,,,,,,,,,,,,,,,
8/28/17 11:45,2017-08,,Bioinformatics/Genomics,,,,,,,,,,,,HPC facilitator,,,,,,,,,Retired/Not Employed,,Apple/Mac OS,,,,,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,,,,,,,,,,,,
